id,RA,DEC,ebv_mw,f_f105w,e_f105w,f_f125w,e_f125w,f_f140w,e_f140w,f_f160w,e_f160w,f_f435w,e_f435w,f_f606w,e_f606w,f_f814w,e_f814w,f_f090w,e_f090w,f_f115w,e_f115w,f_f150w,e_f150w,f_f200w,e_f200w,f_f277w,e_f277w,f_f356w,e_f356w,f_f410m,e_f410m,f_f444w,e_f444w,tot_cor,kron_radius,kron_radius_circ,use_circle,flag_kron,iso_area,use_aper,a_image,b_image,theta_J2000,flux_radius,z_spec,z_phot,z_phot_chi2,mass,restU,restU_err,restV,restV_err,restJ,restJ_err,restus,restus_err,restgs,restgs_err,restis,restis_err,excess,flag,beta,beta_dark,RE,RE_ERR,N,N_ERR,Q,Q_ERR,PA,PA_ERR,lmass
62678,34.31635854,-5.213132659,0.019364683,nan,nan,3.014811775,2.983780256,nan,nan,18.54333714,3.291888415,-0.901730913,3.792481354,3.572098943,1.386897086,3.159004766,0.903714819,1.813140667,4.835752551,5.514113983,4.58594521,15.09316499,4.165281209,24.53946826,3.563239879,53.0043159,2.071296882,84.58687936,2.174141302,124.471301,3.978856951,141.775042,2.809245773,1.693270907,3.259034986,0.622180542,0,0,0.6128,0.7,7.310371399,3.115985155,0.949849129,0.279311569,nan,2.7571573,4.4080663,35124669606,8.3952465,1.5499012,27.605848,3.2388496,155.8269,16.068764,3.9471803,1.3194572,21.18079,2.5790129,54.42421,15.338655,7.321428571,0,1.2884,-99,11.1876,0.4,0.2,0.0596,0.2096,0.0108,-40.5413,0.9399,10.63146185
62745,34.23494136,-5.213166983,0.018988677,nan,nan,22.79871592,4.726616802,39.38375289,8.114111062,61.76007532,4.600292049,7.01828787,5.226568092,-2.658674123,2.684855893,0.691888285,3.37236307,-2.27540225,11.21432738,8.970209161,10.75529861,71.66319885,9.366827556,113.8971153,9.299790187,225.2394545,5.415933696,378.5876288,6.166186311,489.7361116,10.2585675,562.1283746,6.805439968,1.198118376,2.904830066,0.845060485,0,0,1.904,1.4,10.22725105,5.171960831,-1.412444234,0.3401571,nan,2.501221,5.5024962,1.16E+11,13.241114,3.2457175,92.11374,5.645153,590.89996,23.389984,3.1210327,1.5945055,54.293316,3.5320072,190.35704,11.00103,6.85483871,0,1.7981,-99,45.4601,10.7472,2.4935,0.3553,0.4027,0.026,5.3154,2.4123,11.26359538
63215,34.29597357,-5.212802138,0.019278656,nan,nan,7.609044579,1.601810187,nan,nan,16.61260264,1.474840959,-0.764049909,1.71156557,2.362735241,0.952453549,2.646715325,0.900036073,3.553692886,2.130628022,5.034359297,2.079737441,15.03363307,1.819682065,30.07955669,1.525270057,52.10947703,1.082165216,79.57840452,1.284208973,104.0457516,2.049434826,121.6731383,1.392767396,1.352776127,nan,nan,1,1,0.2672,0.48,4.635794163,2.723895788,-0.865720987,0.488457546,nan,2.7039392,0.56344366,22721990832,13.150929,1.5121164,46.352757,8.535723,165.35486,172.41377,6.59611,3.1047294,34.20463,2.7937489,77.47297,12.781788,13.48747592,1,0.9866,0.464219294,4.1678,0.1778,0.658,0.0832,0.6382,0.0256,29.6391,3.7601,10.28109104
63216,34.29599528,-5.212597643,0.019281877,nan,nan,31.61793428,2.196713182,nan,nan,52.42288286,2.042280766,4.816411893,2.575784111,14.94093879,1.271712701,17.2349402,1.464538323,24.01907423,3.557877548,28.35213394,3.563495394,51.71896398,3.0674183,68.49463629,2.823828716,110.6720428,1.711098931,144.787569,1.799227054,192.1364188,3.181476596,224.5027838,2.122967363,1.187328163,nan,nan,1,1,1.488,0.7,11.63657951,5.172597408,-1.257782936,0.537704914,nan,2.685279,6.1479926,41413712036,37.794083,3.3962536,67.148186,4.493208,234.70413,18.564163,25.824486,1.9546824,55.986027,4.7248955,100.335335,29.515465,26.34408602,1,0.1584,0.149645332,8.4856,0.2671,1.2083,0.0575,0.3653,0.0079,12.7322,0.8515,10.53153213
64041,34.45190816,-5.210599993,0.018472584,nan,nan,29.05259521,4.362444923,60.52472669,7.700207024,84.50124426,4.485919887,-3.469188406,10.13305023,-1.620840003,2.58033552,5.509133149,3.096009691,5.960562529,9.693864051,25.72192955,9.533735292,64.86212437,8.593828678,152.1923292,9.009124911,295.6734651,6.047557047,499.4687053,7.268127806,649.6943671,11.70835611,716.4085961,7.377281663,1.111469775,2.653925117,0.741485755,0,0,2.0304,1.4,7.545972824,6.46536541,-0.723380446,0.230197909,nan,2.5841086,2.4030502,1.38E+11,26.75827,3.1700354,133.46768,7.084152,778.9466,29.907715,8.683185,1.1311979,79.11867,3.326931,265.33932,16.402946,10.35714286,1,1.0173,1.203229719,6.9439,0.6247,1.7889,0.1748,0.6007,0.0358,51.1729,4.0513,11.26274672
64146,34.41783055,-5.210375299,0.019056482,nan,nan,88.94943853,4.709559129,115.8155929,8.405380912,160.9089466,4.589283814,4.030145032,6.118592625,nan,nan,42.35655738,3.56649044,43.0530104,10.2471851,82.65345257,10.17888306,155.136987,9.406902567,207.8948442,9.477808956,269.4275594,6.105200441,356.6834279,6.345364389,377.422429,9.559701548,415.8314307,6.201191737,1.144868301,2.602915339,0.737201078,0,0,1.7696,1.4,9.443609238,5.308769226,0.226454362,0.305279822,nan,2.6270323,1.7283541,46870628318,87.97346,5.823738,183.83556,13.535004,437.45792,29.312592,53.542427,7.8290043,150.15567,7.8968964,255.09021,14.883347,7.276995305,0,-0.2816,-99,11.4449,0.4221,1.5444,0.0566,0.5238,0.0117,-73.0825,1.2909,10.77809719
64200,34.44041926,-5.210206735,0.018698057,nan,nan,5.994680873,2.601031027,0.394306948,4.347338203,6.750328166,2.409922836,nan,nan,1.329242489,1.449732991,-0.889663687,1.628807798,0.640469055,2.844194648,1.958770458,2.739257781,3.759399393,2.356679885,15.35546225,2.086217673,34.35293123,1.151893067,74.76492207,1.280957041,105.8476497,2.296427284,135.9630942,1.553134838,1.427055275,3.065267096,0.561167129,0,0,0.6656,0.7,4.817238808,4.348401546,-0.413062125,0.220790932,nan,3.1907587,5.4193525,61894866929,5.111991,1.4327998,22.309593,1.887106,204.1876,14.478905,2.164693,1.1459941,11.956248,6.3096213,52.300774,1.9595947,1.866666667,0,2.1744,-99,5.3466,0.283,0.2,0.0797,0.5751,0.0365,72.9622,4.4002,10.87130791
64287,34.22854753,-5.210093572,0.018914645,nan,nan,103.2787227,3.015394377,130.390217,5.386344764,160.5981253,3.01998291,30.86346355,3.295567226,54.21966818,1.536695445,61.89908476,1.537039435,74.16269049,4.866087444,82.77622172,4.781425,173.4909875,4.35830285,198.0510153,3.939108677,226.2936342,2.519149518,278.3846165,2.675029564,290.185351,4.319791914,312.7915483,2.854328469,1.52101976,2.678350685,0.585414922,0,0,1.1488,0.7,7.631019115,3.912822723,0.958555162,0.225060514,nan,2.5884712,4.201853,24173428796,113.915474,6.9716682,193.49203,12.595177,311.0895,20.7538,78.40461,4.832859,172.44067,9.378273,225.56792,12.609032,10.82995951,1,-0.9455,-0.999444596,5.9893,0.1122,1.3672,0.0385,0.2772,0.0043,-38.1765,0.3953,10.72503688
64765,34.45716692,-5.209154595,0.018374827,nan,nan,72.29243594,4.643464466,97.74998194,8.040727034,121.5233182,4.734029721,8.700145476,10.95264105,29.93320656,2.779617448,53.03720011,3.379107548,52.67396988,10.99312846,80.30689691,10.27583842,109.4035309,9.464890697,188.8064968,9.429480423,300.3511899,6.045596987,330.2793122,6.21075211,428.7500283,9.921221665,468.8675804,6.384663881,1.114469351,2.881348185,0.756395674,0,0,1.6528,1.4,7.204238415,5.978586674,1.430567145,0.250604379,nan,3.1968036,6.578988,91868364919,104.70096,3.7796402,177.43814,30.47927,645.4186,96.311035,64.055016,2.977356,125.130585,5.969761,275.96646,29.852768,4.797979798,0,-0.8875,-99,6.0645,0.1468,0.7323,0.0559,0.4996,0.0149,18.8993,1.4283,10.52987957
64863,34.37219897,-5.20885056,0.019500621,nan,nan,75.64758989,2.805311245,94.42571734,4.009321437,120.9280612,2.654174199,17.88150433,2.910245589,45.53449923,0.925397781,60.8826514,0.934112102,67.90357286,3.170962411,78.64140627,3.110708457,120.0773614,2.808460762,169.0008947,2.563576229,193.9994786,1.774451683,192.3956049,1.789689737,213.0511048,2.927773331,226.9369752,1.887711599,1.449517088,2.852485266,0.608839102,0,0,1.0768,0.7,6.566507339,4.336145401,0.106911108,0.217853241,nan,2.9761941,6.868504,23730682429,100.62113,10.223251,164.24469,29.590889,249.37877,32.844658,75.035866,3.0487137,147.3892,20.77412,163.76476,101.5342,1.169590643,0,-1.0696,-99,5.5763,0.0603,1.2202,0.0199,0.375,0.0034,83.8739,0.3248,10.57399104
65060,34.32708023,-5.208564719,0.019465263,nan,nan,38.17466816,3.001783208,58.15288546,5.159737057,71.60393549,2.874862167,3.025710291,3.481033467,10.25192763,1.139392085,13.3130648,0.832611082,15.03419425,4.844813286,37.29253526,4.718355122,78.55200737,4.129859795,161.7822467,3.997322445,246.8863817,2.648067086,409.0497762,3.15867724,532.7508073,5.366167819,582.1494687,3.49498193,1.633129656,2.973900208,0.73908324,0,0,1.5344,0.7,7.827721596,4.931494713,-1.331716895,0.262261016,nan,2.6434877,6.7551017,89934510834,48.757298,4.056925,151.7792,11.196678,601.97986,38.688416,25.361341,6.0419292,85.39058,8.06868,240.81638,16.224594,30.32786885,1,0.3458,1.081190759,10.4432,0.4182,0.2899,0.0729,0.4293,0.0235,17.6754,2.6161,11.12094102
65168,34.47666921,-5.208347431,0.018024229,41.20151429,1.818087217,67.43087893,2.566708829,124.3758506,4.490428368,188.6813737,2.710232576,-0.183500906,3.701460879,11.03225778,1.536396706,22.30994694,1.643773583,30.02013651,3.782703013,49.8021388,3.901514976,168.5410245,3.84453639,314.9145709,3.94608364,502.2630687,3.272921094,704.287114,3.81394912,849.36025,6.081487431,936.6703535,3.740312807,1.314184043,2.208995559,0.507373238,0,0,1.488,0.7,6.373281002,5.173475266,-1.517790794,0.175073489,nan,2.7141469,2.041834,1.23E+11,94.51815,5.2161217,319.6811,38.069595,977.076,97.727264,42.951057,2.060009,235.6501,19.182854,493.86203,207.4172,17.29323308,1,0.4595,-0.002170372,3.1824,0.0792,4.658,0.1485,0.727,0.0098,-3.5374,1.3565,10.94378519
65956,34.24286799,-5.207692232,0.019081711,nan,nan,58.21592529,2.250734441,51.92586921,3.953827983,67.63086739,2.097827559,7.403098556,2.326621286,32.4099812,1.518132427,47.46878435,1.471109692,47.48190696,2.611443516,58.70421417,2.576042686,71.30715493,2.21919683,114.4984207,2.08191141,128.4095871,1.277323491,132.006131,1.282257402,152.2821769,2.167751147,156.8344161,1.433266613,1.187328163,nan,nan,1,1,1.4192,0.7,6.551665783,6.04002142,0.590227902,0.282351864,nan,3.4597483,9.288037,21556287549,79.16169,3.217327,121.62306,7.050514,178.82736,84.66823,57.372803,2.207367,105.59633,18.57862,130.90405,7.2530785,4.47761194,0,-1.2627,-99,5.8012,0.0493,0.6436,0.0154,0.4499,0.0032,-73.824,0.401,10.49914754
66457,34.4022087,-5.205795999,0.019346885,nan,nan,90.30770318,5.577188008,112.231547,9.736728404,158.044741,5.685312655,-3.360497405,5.415535024,23.23352615,2.982829125,24.51362914,3.650824222,23.40703903,9.935090874,50.70710332,9.695056211,150.1148091,9.00003255,207.3517603,9.116669327,290.1276944,5.704858233,385.5904638,5.998826571,418.814578,9.019658677,451.663027,5.952574391,1.319873908,2.920250391,0.842555624,0,0,1.8656,1.4,9.9909935,5.207488537,-0.758430541,0.365218422,nan,2.5005379,5.8224697,45051130055,84.387985,5.4245834,207.05743,23.912872,450.74368,21.392288,40.264305,3.4508533,154.29158,6.093918,277.97476,21.587418,2.512562814,0,-1.0222,-99,9.184,0.3275,2.0047,0.0721,0.3775,0.0079,55.0297,0.7002,10.74479149
66487,34.2409204,-5.20557352,0.019075677,nan,nan,5.357879284,2.535237745,9.45202944,4.466691049,17.35870821,2.283141655,-1.387558714,2.634891014,0.503948883,1.527488982,1.577572487,1.523561484,-2.145344586,3.303964815,8.54481359,3.229657942,15.33286207,2.78616827,47.53093708,2.487656352,109.3711866,1.882194019,156.0020417,2.066107622,211.15663,3.611200665,236.1536935,2.480983712,1.392387192,2.798984094,0.53651067,0,0,0.8144,0.7,5.587179661,4.110013485,1.494341493,0.204122018,nan,3.2097006,4.0487742,44733418130,15.6793785,1.5185385,66.71685,4.0471992,300.64816,28.68547,6.0909367,1.5383189,35.271645,19.309761,128.46591,10.647598,0,0,0.0821,-99,6.3226,2.7566,0.9182,0.6774,0.9948,0.3213,39.0033,2761.7244,10.77190083
66628,34.41695936,-5.205290156,0.019061545,nan,nan,70.04237622,3.152901869,99.87204975,5.469236857,121.4840169,2.831812219,10.01970748,3.127816329,22.16337067,1.762062386,29.13254138,1.769240382,33.67684822,4.641982309,56.0856079,4.556387489,125.0824684,4.260236826,168.6195028,4.016891413,218.2521453,2.658312165,274.8209218,2.786043932,295.9330081,4.546879615,317.7078705,2.940221923,1.613845703,2.901027548,0.700495716,0,0,1.3808,0.7,8.258453369,4.412539005,-0.732117653,0.255196073,nan,2.5067666,1.6986167,26360328963,72.78812,4.803589,166.81302,21.69902,314.54364,14.102158,42.476315,4.2708397,131.1117,6.6496887,213.81506,15.516815,6.513761468,0,0.0148,-99,3.4122,1.298,0.4844,0.5419,0.6031,0.2416,46.4776,33.5151,10.77911743
66786,34.26257345,-5.205089943,0.019180212,nan,nan,54.70902292,4.573444549,76.14020792,7.48592579,120.4159231,4.62584286,11.60690837,5.537833328,5.5154445,2.657457443,17.67786663,2.945257643,18.18789073,10.41636838,26.8092328,10.11920899,120.4263288,9.429710439,239.7880677,9.446005791,520.6861204,6.641754908,842.5471273,8.102218751,1073.921654,12.98384144,1201.104674,8.431553144,1.127694159,2.587190626,0.798803302,0,0,2.4272,1.4,8.405434608,7.088309765,1.539015412,0.303181135,nan,2.7123694,8.182678,1.83E+11,36.019028,5.406045,206.30775,11.161903,1414.9724,123.96088,12.7303505,1.7758336,121.00685,11.371273,486.5089,26.944077,7.096774194,0,1.4614,-99,9.0531,0.1354,0.6343,0.0232,0.7155,0.009,23.2429,1.6486,11.61312094
67512,34.26221151,-5.203471894,0.019188172,nan,nan,20.01733076,2.483017629,25.67544732,4.006731364,42.22657349,2.351474379,-2.199595395,2.030815387,1.445257821,1.19855453,2.758147819,1.280318217,7.987778615,3.914163284,14.87009543,3.84441923,42.88569143,3.421203449,101.4584685,3.275273399,258.2199038,2.433533771,473.9556172,3.052442417,646.4134856,5.233516242,747.2027059,3.506460603,1.297268226,2.486461257,0.507416697,0,0,1.1472,0.7,5.200955391,5.004526615,1.077348232,0.183799314,nan,2.682643,4.0972342,1.60E+11,25.608088,2.6904135,101.30827,9.715439,793.8145,60.94333,10.516025,1.8276644,53.878475,5.3826046,251.30104,36.155235,29.6875,1,2.1812,1.450125139,3.3255,0.0799,0.4475,0.0464,0.7953,0.0202,-18.9385,4.3021,11.45464925
67518,34.26322528,-5.203436464,0.019192734,nan,nan,25.50774879,2.528288835,35.22925461,4.193841736,58.95364443,2.59929947,6.35180788,2.18690396,6.432780023,1.495129398,13.22159685,1.429660626,16.31543817,4.273716849,28.22729491,4.035235359,61.37988527,3.628230807,101.1246654,3.317725041,134.2890625,2.068482259,158.2348016,2.140169809,187.0837855,3.605015053,196.2270997,2.38368444,1.354206217,3.196005628,0.596805725,0,0,0.8016,0.7,5.315617561,4.099936962,-0.789153099,0.191629801,nan,2.8749406,10.485256,26768635537,37.908333,3.162571,106.88458,7.511223,213.04686,23.451164,22.582447,1.7249441,88.64997,4.6399612,139.26965,81.49986,6.742857143,0,-0.2818,-99,4.0808,0.1453,2.0501,0.1194,0.5549,0.017,42.2217,1.6675,10.17269692
68077,34.46375847,-5.202293118,0.018214385,33.7630684,3.893343668,63.95071071,5.052207277,107.7171633,8.658920029,149.8450601,5.165220877,-31.02570944,10.11445413,8.315940019,3.083393169,23.84993157,3.600576207,17.55525292,11.42744139,46.5225032,11.3315397,149.8264357,10.45341785,220.9038171,10.42916774,319.3046764,6.306842596,435.1441411,6.660519307,489.4712377,10.41634776,536.3364178,6.989827226,1.230108522,2.576163591,0.889865058,0,0,2.6816,1.4,10.59687805,7.037258625,1.549468517,0.336994738,nan,2.6529744,12.342517,52909554472,65.04777,4.424629,202.99872,14.86235,585.6382,48.341553,26.803778,2.1362572,150.97247,10.777382,301.84848,25.467865,13.08016878,1,-0.011,0.014115166,21.3453,1.9054,2.7537,0.16,0.6869,0.0223,1.8522,2.936,11.13834475
68212,34.35619102,-5.201797238,0.019531622,nan,nan,30.44049148,3.114489541,41.46499126,4.537656191,61.80029534,2.680201345,2.396300472,2.009842855,11.80957241,0.699719883,18.20538326,0.604479917,19.35960749,3.285480321,26.18157854,3.236224697,53.2224529,2.924301775,90.58014634,2.708494806,151.2866848,1.752274428,186.2252191,1.818176093,232.6246696,2.976916951,256.9660701,2.080946337,1.404900159,2.60086144,0.501217632,0,0,0.8784,0.7,6.14222002,3.778965235,-0.717890859,0.203906275,nan,2.868804,4.0776124,44614910715,40.685204,3.4647121,88.7361,25.64296,291.01752,55.246315,25.169155,3.5674047,74.14416,13.831915,128.18999,22.145283,12.63858093,1,-0.6907,-0.812388969,5.7679,0.1105,0.966,0.0392,0.3865,0.0061,47.3359,0.6667,10.35844178
68466,34.26524941,-5.201239786,0.019214325,nan,nan,180.3831513,4.60198899,263.9771664,8.291603876,329.6623732,4.825657357,1.569433941,5.776154239,39.16952472,3.226150997,65.05417919,3.695164969,63.49249755,10.43051552,137.864996,10.6128176,332.6983962,10.7913148,505.5406777,11.9774931,744.0083215,9.19577429,1160.803845,11.18470945,1470.549125,17.10320823,1622.017047,10.70656213,1.095947275,nan,nan,1,0,2.5632,1.4,9.21564579,6.140629292,-0.354310155,0.219428357,nan,2.59172,7.907866,2.84E+11,155.49014,7.6794205,439.17123,21.588058,1784.9224,83.3587,71.044624,5.6398277,303.99744,13.365128,683.61383,43.16458,29.26208651,1,0.5527,0.190268829,8.5473,0.407,2.0246,0.1013,0.4431,0.0126,65.4766,1.2978,11.34445776
68629,34.40425969,-5.200802195,0.019303005,nan,nan,41.40489068,4.148488841,60.15146935,8.924943565,108.0033215,4.066884514,3.858025943,6.135206343,-3.069546838,3.347821038,2.962462241,3.566733252,15.07576774,11.26414136,28.68305314,10.7652993,98.6601591,9.926501996,186.7366299,9.885689241,281.5632287,6.026071638,369.0583906,6.255998343,414.1929741,9.814446284,443.7987352,6.379369483,1.215374981,3.005268299,0.923148773,0,0,2.1568,1.4,10.05171204,5.867010593,0.449998409,0.324532888,nan,2.5752568,2.8172722,56426360002,41.377872,3.1854553,172.64828,9.237442,465.4821,20.652786,14.6546135,2.2723918,116.337425,5.762474,266.56027,16.055061,3.181818182,0,-0.1641,-99,-99,-99,4.3177,3150.4927,-99,-99,26.2574,415.3072,10.99584351
68846,34.32985193,-5.200347468,0.019610047,nan,nan,46.07108151,2.207806055,45.06567535,3.720526917,58.08888535,2.00057083,10.48233333,1.873404854,18.85513689,0.82303391,30.58745314,0.92429628,30.07059951,3.509710409,42.35161637,3.42137149,61.98562225,3.004544962,101.678343,2.756103721,115.5174053,1.801962306,143.666108,1.890226252,160.0188619,3.267088014,169.7840471,2.112775432,1.187328163,nan,nan,1,1,0.9408,0.7,9.486318588,3.840393305,1.495281339,0.76521357,nan,3.1368046,16.036917,27468792370,56.271576,2.4139214,104.97925,19.227322,192.78969,50.107162,42.531017,2.1564655,75.2066,25.702976,127.72487,12.701969,2.302158273,0,-1.1192,-99,10.66,0.1872,0.6923,0.0303,0.2746,0.0045,-0.9423,0.423,10.0219198
69169,34.43050051,-5.199252213,0.018746255,nan,nan,2.31286955,2.894515114,6.149980783,4.935930161,6.800325138,2.676984747,nan,nan,-0.4613668,1.745092618,0.154292476,1.696821218,-1.305997946,4.768861209,-10.01804211,4.405809,-1.624642776,3.858988642,17.76084346,3.315827573,75.16356259,1.931960849,166.2957365,2.250582185,294.1792025,4.29034856,378.2486734,2.9461047,1.597891024,2.972374714,0.637824884,0,0,0.9456,0.7,6.484171391,4.438347816,-1.321363211,0.269271115,nan,3.4885774,12.423579,1.62E+11,5.935892,1.2263114,46.82935,9.443834,715.8236,33.942993,1.4761747,0.49005967,16.16919,5.7826304,140.33794,5.943512,2.291220557,0,2.4876,-99,2.0819,11.6175,0.2445,3.8785,-99,-99,22.3477,473.8244,11.39821139
69251,34.39477443,-5.198951078,0.019453049,nan,nan,81.14432133,2.77226531,98.72922876,3.420896081,113.458069,2.643652036,23.11778248,2.078677311,59.36816291,1.084027378,77.72552379,1.325532444,76.7003744,4.5753086,90.15948701,4.367139725,121.9881266,3.875830928,167.5811768,3.576963335,186.7067062,2.317443027,185.4865219,2.184958123,219.4231377,3.604448221,225.5767466,2.454904954,1.399934828,2.74690068,0.541584742,0,0,0.888,0.7,6.159674644,3.944293022,-0.319444686,0.238720327,nan,3.0981498,7.713313,35989522387,111.650665,9.026047,153.37877,41.68525,250.3076,133.36604,84.14408,3.371914,118.07675,21.294025,160.61563,66.82156,2.352941176,0,-1.3332,-99,2.4616,0.1351,1.7825,0.2552,0.4901,0.0357,61.8657,2.8953,10.72446594
69562,34.37212234,-5.197900828,0.019532441,nan,nan,75.65630111,4.763242077,103.2784254,7.661702157,139.2217971,4.850956883,-2.408928657,5.648098663,13.44944902,2.064850563,27.0175378,2.263545854,13.791279,8.523487522,53.03793131,8.242344235,126.4721634,7.736089643,233.9196015,8.110629629,445.6622797,7.193149738,644.6109522,8.144024968,887.7430954,13.11183365,974.1704545,8.503747676,1.095947275,nan,nan,1,0,2.0608,1.4,6.997560501,6.609505653,-1.257804632,0.218061298,nan,2.7356863,11.190606,1.95E+11,88.90628,5.35458,225.39119,18.140984,1083.4143,113.30875,44.6357,5.531309,147.75734,12.539658,398.6466,64.49956,14.89361702,1,-0.0933,0.154149143,4.7211,0.0889,2.3113,0.064,0.5772,0.0088,43.1459,0.8719,10.86073027
72504,34.4500128,-5.169491227,0.018380598,nan,nan,15.32268471,2.126572477,16.79346753,3.813714822,24.62644935,1.998928534,nan,nan,6.331244758,1.231637167,9.939686137,1.213305415,8.454597259,3.506662309,12.87338493,3.339830127,29.10111918,2.906945811,49.87167485,2.682994032,74.74920806,1.612877643,91.41478099,1.595354977,111.7240441,2.831310177,124.2421033,1.859426968,1.187328163,nan,nan,1,1,0.856,0.7,7.121800423,3.863157034,0.610242069,0.397734688,nan,3.0399158,3.5709174,25915121918,21.760405,1.3346682,54.99169,24.445156,147.78058,29.140987,13.269644,2.021665,39.84547,29.889744,73.91112,17.720684,0.288461538,0,-0.8368,-99,8.7203,0.1556,0.288,0.0297,0.3679,0.0081,-57.6541,0.817,10.03618525
72955,34.33821238,-5.166200649,0.01994738,nan,nan,5.573760792,2.140686957,11.6885928,2.750811021,15.76793148,2.064548449,1.370700672,2.301040512,0.69495683,1.219527884,-0.641996905,1.503682342,7.046516556,3.463737422,11.44750542,3.373422746,17.01883598,2.942514175,59.75880285,2.699371601,97.7683383,1.690165046,137.7779337,1.80056766,158.9525083,2.934542761,182.0451562,1.901688534,1.187328163,nan,nan,1,0,0.4064,0.7,3.415066481,3.1681602,1.305795908,0.130941097,nan,3.3864558,9.734608,58312637977,19.888142,1.7534885,82.981285,4.7206955,243.91472,25.39019,7.565293,1.3397312,58.97001,12.18589,126.37023,6.4706,1.705882353,0,0.0081,-99,1.7151,0.0384,0.814,0.0816,0.6204,0.0169,-67.2261,2.1535,10.81999171
74227,34.36098442,-5.156979247,0.020056548,nan,nan,3.331659738,1.269740153,6.0102149,2.309964167,5.305944002,1.218422412,0.239980701,0.949593465,1.121577314,0.534073501,1.697800729,0.575616015,2.227803209,1.257909083,3.62701692,1.267460623,4.302051271,1.070890668,10.61149784,0.863641665,10.1214486,0.642262302,9.138748776,0.594407694,10.2930361,1.111655897,10.5610549,0.837833924,1.713114745,3.679752064,0.273067824,0,0,0.0688,0.32,2.140301943,1.608084679,0.057693016,0.113048698,nan,3.4991827,0.94741046,1.46E+11,3.1077485,2.1620207,24.828201,12.004902,346.12192,1048.8782,1.8777982,0.9482158,8.947344,2.7465348,83.96727,106.88605,1.568627451,0,-0.1446,-99,1.3608,0.2527,0.5768,0.7628,0.5876,0.1757,-42.0562,18.4864,10.1643576
74487,34.33989174,-5.155327639,0.019953744,nan,nan,67.13316958,2.674545022,96.31632635,4.60552865,132.0428574,2.696996967,-1.257193867,2.799043395,14.581384,1.587411131,29.4952191,2.018863806,32.36602757,2.835918298,55.61908,2.867978976,125.3950785,2.691326612,198.9212423,2.558031508,276.1977145,1.874302815,311.9952337,1.883226662,368.1357623,2.948471319,379.6671911,1.943602762,1.409095564,2.601760022,0.580476816,0,0,1.3712,0.7,5.690176487,5.467509747,-1.125403643,0.318433418,nan,2.7349198,8.55422,29105388309,89.057045,5.2811813,200.77988,14.141167,385.36203,37.731827,48.191772,4.998461,158.26512,10.621765,262.71335,62.921814,17.70538244,1,-0.2922,0.448031916,4.1429,0.0327,0.9441,0.0144,0.7548,0.0052,41.6961,0.9771,10.70353952
74724,34.3631581,-5.153532561,0.020025471,nan,nan,60.3305392,4.3105768,58.66946707,7.309542591,83.13403594,4.201652702,10.17352545,5.01158727,24.80853849,2.646692018,30.03583207,2.922611113,33.14823313,9.382294386,48.99012292,8.966355335,74.4820765,8.104863431,120.8004021,8.037635362,152.6475281,4.906588443,232.1202157,5.095961569,276.0635682,8.066444262,308.7611526,5.197467792,1.095947275,nan,nan,1,0,1.5616,1.4,11.54378128,4.356080532,0.666559219,0.429830459,nan,2.5829601,2.274224,64572078341,48.114494,2.8700142,109.01332,8.7838745,362.7188,20.475616,30.608656,3.3057766,77.23897,7.077606,152.51427,9.014153,11.88481675,1,-0.2242,0.748401884,-99,-99,3.2929,94.9553,-99,-99,-20.6565,406.9371,10.45390156
74870,34.4276654,-5.152417394,0.018977477,nan,nan,23.01059448,4.566044162,nan,nan,65.23671162,4.455508388,-13.9993789,9.032241248,8.81511867,3.315267055,7.08352589,3.918510985,-20.69630874,10.570354,16.99267885,10.49559619,48.74130281,9.45976394,199.4125808,10.16357538,391.7533952,7.9627392,566.0143657,8.860704988,nan,nan,839.2103279,9.057159909,1.189938397,2.757165628,0.926012657,0,0,2.7472,1.4,10.04860115,7.015886307,-0.691988945,0.238541921,nan,3.068858,18.223667,1.80E+11,34.800045,4.185071,242.04944,12.750275,1153.4375,153.04013,10.080527,2.2420948,136.1461,6.0869293,457.1405,17.592346,-16.96252465,0,0.7807,-99,4.1429,0.2233,1.2356,0.1682,0.4945,0.0306,65.3426,2.8746,11.39212746
75377,34.33668063,-5.147562811,0.019926611,24.48840317,3.973946543,36.29604595,4.251695949,33.66365476,7.229783032,77.43180487,4.070847873,-0.779508329,4.998984988,4.251350992,2.491869682,10.80397995,2.96020367,3.461582354,8.652447275,17.00079795,8.686429379,60.49689362,7.796623901,109.8339751,7.844139355,179.2729717,5.202676858,224.9713839,5.14189961,nan,nan,283.540764,5.371202181,1.095947275,nan,nan,1,1,3.0256,1.4,15.38659668,7.712282658,0.920603693,1.179159632,nan,2.7269022,4.657047,28783030662,16.742857,1.7035828,57.279865,3.8721123,190.44563,15.915207,8.8221035,1.4877801,44.340595,2.5431995,96.00598,12.326031,5.490196078,0,0.2662,-99,17.1469,0.555,1.0925,0.0407,0.5437,0.0108,-25.6106,1.4073,10.85593621
