id,RA,DEC,ebv_mw,f_f105w,e_f105w,f_f125w,e_f125w,f_f140w,e_f140w,f_f160w,e_f160w,f_f435w,e_f435w,f_f606w,e_f606w,f_f814w,e_f814w,f_f090w,e_f090w,f_f115w,e_f115w,f_f150w,e_f150w,f_f200w,e_f200w,f_f277w,e_f277w,f_f356w,e_f356w,f_f410m,e_f410m,f_f444w,e_f444w,tot_cor,kron_radius,kron_radius_circ,use_circle,flag_kron,iso_area,use_aper,a_image,b_image,theta_J2000,flux_radius,z_spec,z_phot,z_phot_chi2,z025,z160,z500,z840,z975,mass,restU,restU_err,restV,restV_err,restJ,restJ_err,restus,restus_err,restgs,restgs_err,restis,restis_err,star_min_chi2,excess,flag,beta,beta_dark,RE,RE_ERR,N,N_ERR,Q,Q_ERR,PA,PA_ERR,lmass
4895,150.1652957,2.271733987,0.014577659,nan,nan,11.43931495,2.267927032,10.81168644,5.033601618,21.7735309,2.20540193,-0.92359636,2.111601911,0.112015393,1.382282369,2.041361228,1.451099254,1.384017378,5.16575085,2.899205213,5.028877457,22.5206954,4.362935635,64.69907441,4.039415398,157.1609144,2.15852527,252.0710705,2.161729671,336.1197986,3.975032103,370.5259843,2.409677262,1.557019327,3.085402798,0.790911479,0,0,1.2544,0.7,9.622337341,4.268069267,-1.25933075,0.249349616,nan,3.1447425,3.3662746,1.6021163,1.8398536,2.9443214,3.5833976,4.1353173,58985378358,19.392931,1.7823296,83.63968,42.736465,454.6877,89.36549,7.749829,1.6696424,52.136036,14.192617,190.02153,38.887543,126.27368,0,0,1.061,-99,1.1632,0.1138,8,1.4097,0.8647,0.0485,-4.461,13.7896,11.23082451
5008,150.1458651,2.272354049,0.014777175,nan,nan,36.4698865,3.649630815,63.5284599,9.342339733,68.606791,5.340774298,11.98167485,3.536275639,23.07497039,3.722952496,26.31367231,4.273289586,31.37311965,10.18471536,39.61399975,9.94823425,86.93770875,9.453560536,109.4965944,9.045305491,137.8486582,4.570674609,151.8522125,4.368736237,166.3189885,6.929631493,183.4461097,4.64447967,1.397079733,3.86814372,1.113279532,0,0,1.544,1.4,11.36856651,4.553837776,-0.702009082,0.48355629,nan,2.7371876,4.305688,2.530216,2.6997063,2.8368301,3.020135,3.163015,22736114132,51.088005,5.115345,99.85342,12.155392,208.0358,20.925903,32.746418,7.4271193,73.47884,9.189373,134.80147,381.08987,131.22049,3.988764045,0,-1.047,-99,15.8864,0.3086,0.8062,0.0283,0.251,0.0037,45.0276,0.3727,10.37185089
5324,150.0934094,2.273695643,0.015651649,nan,nan,120.757131,2.751766495,149.294463,2.897665366,172.3952367,2.765914814,47.51768457,2.239918529,83.69719229,1.398813834,95.4991154,1.43613734,97.96620984,5.290551337,119.7226872,5.488238657,194.9360332,5.058013229,232.2929819,4.857281559,231.2452685,2.801364599,252.4235849,2.691982722,275.2023349,4.228514101,281.5248099,2.646710509,1.409719728,3.109181625,0.619706177,0,0,0.9792,0.7,5.876022816,4.225479603,-1.067800403,0.207020313,nan,2.6733787,7.037103,2.5615766,2.6242387,2.6808002,2.7281346,2.8265054,20468493020,139.42003,5.320259,214.80074,25.101944,279.13297,37.0223,109.14056,5.3961945,184.20715,13.519531,204.7186,112.933495,312.1337,7.301587302,0,-1.379,-99,2.6391,0.1012,1.403,0.1466,0.6098,0.0263,47.6306,2.9701,10.6503815
5612,150.1129239,2.274522589,0.015294075,nan,nan,6.918512881,1.382281645,7.367998149,4.410760438,11.49159285,1.960209247,-0.55488544,0.742555369,-0.99711359,1.333601288,1.0130997,1.433260757,-0.381653263,3.770875174,1.877278951,3.668088632,19.41709179,3.138397897,32.03108551,2.982394438,59.9765197,1.655752567,107.2091542,1.702925484,141.3598029,3.018791459,166.8673159,1.93625259,1.189901063,nan,nan,1,1,0.9808,0.7,9.644909859,5.264985561,-1.199889779,0.66906569,nan,2.6458738,9.219745,1.7167463,2.0572824,2.507114,2.9214087,3.3466465,31766720645,8.085279,1.4326556,31.140623,3.7536345,175.14943,9.383652,2.7675407,1.0659645,16.363375,2.7825627,58.837925,3.5270824,53.169292,11.01851852,1,1.523,1.85,9.9315,1.1689,1.0442,0.1629,0.6167,0.0496,8.9809,7.0586,10.39073794
5613,150.1129663,2.27468567,0.015291208,nan,nan,0.944326023,1.400660044,13.11235965,4.297375523,12.61638906,1.98080881,0.776906993,0.754799923,-0.292260663,1.264602341,0.10418138,1.275226364,-6.214914317,3.665952256,2.89349914,3.625901349,16.00081118,3.153705777,23.25252747,2.957099914,46.80746697,1.56708994,82.27231092,1.608624853,111.3036603,2.918520249,120.2189234,1.808815278,1.189901063,nan,nan,1,1,0.5968,0.7,7.078742027,3.994553089,-1.249375224,0.812831113,nan,2.5069358,14.114221,1.9771626,2.251249,2.5032508,2.7193725,2.9338102,21547324307,3.247023,0.42477167,22.49601,2.240757,120.75336,5.2474594,0.6335541,0.31942916,13.643985,1.478157,42.730267,2.839323,48.796387,4.366197183,0,0.415,-99,8.9347,0.6261,0.2,0.083,0.544,0.045,44.2959,5.1776,10.31645807
6349,150.1412879,2.278188715,0.014752036,nan,nan,68.88100544,3.136809162,83.2409492,7.966594233,122.0859558,4.572379368,nan,nan,12.02853657,2.500816035,11.21205567,3.370345104,26.82520239,8.813813006,53.06560002,8.993298679,137.3775146,8.802192556,260.4665949,9.265363257,415.6675277,5.896374786,712.6604914,7.247060834,954.3285444,11.14900509,1050.12659,7.162937306,1.13582807,2.33904715,0.793559554,0,0,3.4304,1.4,9.996137619,7.196625233,1.148366213,0.25292098,nan,2.6443129,9.234791,1.9802035,2.215615,2.6002371,2.6633747,2.7153559,2.06E+11,64.088905,5.171049,221.79576,16.203102,1221.6053,92.21838,29.293692,2.068368,116.85562,4.787998,407.35947,24.772476,132.4403,11.80371353,1,0.991,1.04,15.7445,0.7181,2.2875,0.0818,0.5234,0.0109,-12.4856,1.0906,11.33600179
8351,150.1278164,2.286558255,0.014870333,nan,nan,54.52489233,2.141399115,67.91967901,6.307887183,81.83240459,3.111341895,nan,nan,26.58409025,1.84364667,41.87166909,1.952719812,41.81687578,4.276564049,58.91377856,4.147860435,85.27067304,3.675295312,130.5911004,3.562965932,172.3387828,2.058149557,190.8898913,2.013956428,220.3580613,3.454149523,232.977712,2.110788438,1.809890791,3.205825394,0.780733171,0,0,1.352,0.7,7.768894196,4.771405697,-0.095459908,0.297978126,nan,3.1276426,5.3000073,2.7811654,2.9520013,3.0800908,3.1824293,3.3026958,23989460917,80.984795,3.2732353,129.4892,102.91693,258.64407,141.94923,55.126564,2.5739155,93.04062,4.3605614,165.49208,52.211693,289.46567,4.08,0,-1.198,-99,7.9689,0.0729,0.4034,0.0137,0.4545,0.0043,-86.2847,0.4679,10.20868145
8497,150.1869531,2.286936945,0.014508576,nan,nan,70.67155852,4.723173844,nan,nan,158.2854233,4.744376132,nan,nan,12.72991156,2.9963835,31.13395921,3.430141042,48.20740026,11.46572302,75.5283833,12.18748417,166.2099177,12.20351521,259.4337649,12.76574351,332.1754752,8.074354945,391.8699,8.228711205,454.1584899,11.63770704,472.8036183,7.450615104,1.140479043,2.776948384,0.805419665,0,0,2,1.4,7.616139412,6.903255939,-0.038962658,0.237429834,nan,2.7234666,9.715115,1.3123764,2.2217014,2.749428,2.859461,2.9371865,34969096776,87.7023,3.5706406,244.59998,47.143753,522.3928,60.27571,49.77766,3.3528748,176.24344,12.072411,317.747,222.88016,120.153915,8.934707904,0,-0.142,-99,3.7218,0.2381,8,0.4019,0.6656,0.0134,-61.4045,1.3617,11.10023332
8884,150.1896747,2.288584763,0.014526782,nan,nan,17.46839129,2.125815621,nan,nan,33.3531633,1.989587034,nan,nan,3.52732309,1.373782138,7.84032658,1.370489534,5.785546157,3.462912653,15.02735646,3.624100581,28.59584005,3.239442937,53.61900934,3.064466982,104.8581828,2.025696004,134.8407621,2.047507909,171.7535578,3.366897176,188.9142896,2.195743355,1.189901063,nan,nan,1,1,1.7648,0.7,8.369129181,6.583672047,0.107090548,0.412092498,nan,2.8042521,4.419236,1.3474339,1.6303368,2.4540093,2.9751985,3.313706,24898313150,24.79787,1.7218151,55.754917,13.602526,205.39922,24.46627,13.438318,1.4847369,39.531147,6.2574463,86.59658,22.268667,61.027676,5.555555556,0,0.403,-99,11.1347,0.1473,0.2,0.0133,0.6457,0.0101,-89.7533,1.3766,10.80609419
9039,150.1815899,2.289505156,0.014506447,nan,nan,15.18274945,2.337319179,12.16782972,4.837875452,23.41691066,2.214799245,nan,nan,1.32195428,1.044354924,2.538948084,1.24970491,1.799918357,2.872435419,4.763955184,2.91363061,22.55553222,2.548639359,53.07629211,2.515099967,100.0778818,1.574878357,165.4633172,1.768285876,205.1352345,2.840874073,241.0490857,1.920219134,1.349039494,2.98999583,0.548629888,0,0,0.864,0.7,4.941820621,4.258050442,1.023205638,0.182863515,nan,2.7079754,5.682937,1.6600958,1.8406241,2.4166532,2.8471885,3.1369185,38998147097,15.848454,1.4372101,54.540146,7.261017,258.68658,16.1083,6.611305,1.0913079,29.266459,4.733445,99.96082,54.083122,58.03103,4.140625,0,0.675,-99,3.3646,0.0665,0.6706,0.034,0.8505,0.0144,11.5465,4.6805,10.95212758
9106,150.1747665,2.289643177,0.01449389,nan,nan,36.08232305,3.860719133,71.38851068,9.149052569,114.1402467,4.090408594,nan,nan,5.21886177,2.125128743,12.31279083,2.52328682,5.030474487,7.345820225,23.27297179,7.558513038,101.9215456,7.445187416,185.0666677,7.798287332,298.75696,5.038116054,393.1450004,5.320377617,489.8233633,8.059898619,525.2629462,5.152031077,1.18202892,2.799900262,0.907499086,0,0,2.9184,1.4,9.177233696,7.154437542,-1.527601242,0.26929681,nan,2.727204,2.7838125,2.5247838,2.622116,2.7173343,2.800366,2.8791099,94091853166,48.757103,5.453747,190.87569,10.745575,608.06244,68.99072,20.309578,2.7824526,139.678,16.12513,306.91528,56.712387,87.53084,13.97058824,1,0.367,0.724,3.8898,0.0748,2.8275,0.0597,0.8592,0.0092,66.2856,2.3916,10.98777462
10646,150.1941047,2.296557788,0.014589288,nan,nan,17.51645385,2.668822011,28.74062225,5.392279629,41.13517821,2.523731501,nan,nan,7.998302669,1.62464413,10.17973296,1.693887456,10.89603879,3.203888581,18.33541455,3.376412863,36.48413595,2.972240341,63.50603046,2.853536098,97.16577905,1.718796275,120.8235899,1.733202915,154.1824776,2.787362587,175.7614836,1.823807193,1.518373076,3.147076677,0.607051561,0,0,0.84,0.7,6.386229038,3.641430616,1.132207274,0.236365794,nan,2.7756605,1.211871,1.9100131,2.5103898,2.7662578,2.903696,3.065913,31940536069,24.98752,2.3107939,64.793106,25.037645,191.57634,17.565437,15.297088,1.4567575,50.285225,7.068098,82.63252,55.832596,63.004765,11.09090909,1,0.567,0.37,6.4808,0.1775,1.4229,0.0545,0.2717,0.006,-25.0009,0.522,10.54358409
10775,150.1988888,2.297213182,0.014620043,nan,nan,10.58598831,3.647805898,4.578924948,7.464501363,13.21913539,3.531542226,nan,nan,10.91485592,1.90428842,12.07036923,1.835734875,11.72432809,2.77941383,10.07057135,2.872894268,18.70631111,2.478160285,25.31251216,2.188473768,18.39031687,2.093893748,18.1722263,1.795789736,18.32285209,3.283584347,22.97051832,2.275975478,5.028858297,5.923459225,0.559642071,0,0,0.0896,0.32,3.201059341,1.742834687,1.221169233,0.267956351,nan,2.9130483,5.292476,1.7175086,2.5103433,2.9167738,3.3363042,3.7757869,60982872665,7.932678,1.1900084,19.84064,6.6215696,234.3376,771.7658,6.4972773,1.0852358,11.883389,2.7601933,58.75951,57.89406,29.49862,2.790055249,0,-1.642,-99,6.9187,0.3519,0.5328,0.0825,0.4135,0.0192,-58.029,2.1877,9.813058567
11150,150.152883,2.298752646,0.014462352,nan,nan,52.68317093,4.613146645,95.14603292,8.218845904,158.2571042,5.129022286,1.179812831,4.208254812,8.103781446,2.434315247,11.61305953,2.961099907,24.17680017,6.100482149,37.03750808,5.98465393,142.7112275,6.203511109,277.0638071,6.786468612,452.6225987,4.491234528,619.0366426,4.999423103,721.6138251,7.41741788,779.4523308,4.425897892,1.142323981,2.448531856,0.848971479,0,0,3.8784,1.4,8.797833443,8.54041481,-0.135039747,0.243188554,nan,2.6626694,6.1551495,2.490326,2.5662415,2.646876,2.7129786,2.7714655,1.02E+11,63.052425,3.227459,288.09036,16.36673,876.60406,77.23651,26.412083,1.9838562,189.72797,9.906342,469.5941,37.345367,83.46668,10.57692308,1,0.086,0.325,4.9182,0.2245,5.9185,0.2275,0.3648,0.0073,25.4546,0.4759,11.11257176
11542,150.1265905,2.30036033,0.014754761,nan,nan,150.3986461,3.363289043,206.9997912,8.369548654,258.8280668,5.260490048,30.80287397,2.905961713,76.82551377,2.717385512,100.8403163,2.909043712,105.1396371,10.88576837,168.0196776,11.43614914,266.9813056,11.52919545,347.1412797,11.65572182,433.0776827,8.331878739,484.6484686,8.114719923,nan,nan,555.4628246,7.238612369,1.117783489,2.849719332,0.766801269,0,0,1.7152,1.4,7.356727123,6.151157379,1.084974527,0.290912471,nan,2.7861936,10.480547,2.6919446,2.7336822,2.790191,2.85347,2.9570043,58063667676,206.03061,8.445816,352.96634,54.576553,616.2267,65.05563,154.58226,6.4610367,285.48337,27.72763,393.8327,314.78397,368.07758,4.934210526,0,-0.929,-99,6.7074,0.0543,0.8915,0.0129,0.5986,0.0038,-40.4938,0.5175,10.8553094
11648,150.1477534,2.300747917,0.014470271,nan,nan,39.35295953,4.902720201,60.34196174,8.526355915,112.096025,4.792318274,0.161170278,4.814995995,10.66469891,2.831332047,10.38853645,3.22289756,9.71646481,7.254070032,36.45275586,7.16557475,93.97366506,6.986097433,167.5792932,6.946402504,274.6631444,4.368627051,400.653331,4.879693085,467.4968305,7.268651605,523.8537663,4.844043466,1.274626312,2.761929254,0.991219509,0,0,3.2928,1.4,10.16513157,7.919205189,0.365860432,0.340668425,nan,2.6531954,3.178791,2.193302,2.3642297,2.623873,2.7842054,2.910013,85964375940,29.937574,2.7637358,142.92079,8.684578,612.63947,47.35489,12.947179,1.7567177,90.93175,5.0983963,264.21902,20.504402,57.27228,5.283757339,0,0.298,-99,14.5239,0.5655,1.2493,0.0481,0.6787,0.0165,-77.6084,2.5633,10.85793756
13168,150.1343995,2.307257306,0.014600754,nan,nan,13.70395518,1.180215041,18.51650267,2.564139754,26.21507265,1.176867654,0.789373415,0.43484505,3.308572794,0.418016568,4.554943323,0.472533954,6.271361738,0.785165969,11.17922426,0.771488288,24.96918338,0.691057798,35.7547931,0.632679438,51.2567885,0.438372696,72.36503731,0.452003354,80.07929863,0.763185473,88.43397636,0.520212698,1.546922766,nan,nan,1,1,0.0384,0.32,1.693074822,1.259946346,0.776670694,0.313986998,nan,2.5752969,2.2839522,2.280801,2.3771021,2.5149968,2.6051507,2.66269,30606822419,61.018066,4.497095,154.84274,9.009041,310.40793,17.653336,30.952984,2.755168,121.8914,12.280045,203.66092,12.935196,216.42291,18.15068493,1,-0.561,0.0873,1.5977,0.0525,0.2,0.1133,0.7657,0.0411,-12.238,6.3437,9.857317337
13206,150.1661078,2.307462379,0.014438261,nan,nan,67.88450146,3.950573416,96.20886708,8.498755857,155.0729068,4.334122923,8.800000001,3.918258521,19.39806036,2.463528362,31.17042559,2.677222476,27.16760626,6.086698862,61.20272426,6.642250539,148.3515123,6.656333596,281.1492117,7.25692359,424.5943853,5.027970589,559.021549,5.55273763,717.1010331,8.363779334,775.5034814,5.408270236,1.09713773,nan,nan,1,0,1.9792,1.4,6.266639709,5.723787785,1.227612376,0.202948854,nan,2.8719704,6.658086,2.708038,2.7700481,2.852233,2.9248867,2.9873137,1.54E+11,101.7468,5.757538,312.45206,17.998978,932.7612,112.223785,57.870956,2.9068909,231.27824,24.798683,460.41818,92.757126,315.97693,7.594936709,0,0.088,-99,3.0131,0.0431,3.6476,0.0651,0.8489,0.007,45.0215,1.6125,11.10492682
15849,150.1399986,2.318042412,0.014458111,nan,nan,12.23700334,2.716372138,15.3892264,5.002319364,37.38005899,2.33312715,-1.677611469,1.228403147,-0.303868295,0.950942302,1.137082852,1.115152903,3.553413897,2.419475403,6.925554505,2.445395309,36.91940011,2.16735404,95.83401416,2.200575196,169.4861204,1.464125493,230.365132,1.518867542,293.1108423,2.526329183,314.8826883,1.553003701,1.343902674,2.816207306,0.552941097,0,0,1.1344,0.7,4.982238293,4.835974693,0.289547056,0.185229066,nan,2.8924656,6.7619233,2.635463,2.797753,2.9126594,3.023704,3.1264315,48597136879,20.485184,1.5583067,110.49688,6.35194,356.50824,19.129929,6.3437514,1.1544025,70.24833,2.5894127,186.29274,8.337082,59.20776,50.82212257,1,0.776,1.42,3.2604,0.0913,3.7106,0.118,0.7262,0.0115,-65.1751,1.5298,10.5295874
16050,150.1811526,2.318789487,0.014487551,nan,nan,62.82628212,5.538447513,83.77969037,10.54544588,100.0054689,5.224890637,5.986533467,4.876005651,27.1384843,2.6840797,35.45339023,3.468289946,35.84719365,7.939569231,51.72043895,8.08065766,99.51029406,7.645162803,125.410456,7.309727945,186.6986342,3.975434346,204.63128,3.849630095,238.6753832,5.862613336,259.1744493,3.943775385,1.404978638,2.924331278,1.009474271,0,0,2.2256,1.4,14.92954063,4.988511086,0.724891305,0.462150625,nan,2.7557364,5.05575,2.6655405,2.7240107,2.8099236,2.9366004,3.0692909,38837459329,76.02105,7.408455,119.840164,7.567623,296.5977,24.753082,46.302055,4.7968674,95.880905,14.906918,148.7977,32.779793,206.594,6.363636364,0,-0.512,-99,13.9233,0.1814,0.6589,0.0191,0.3003,0.0031,-45.6273,0.3337,10.69069437
16285,150.1824946,2.319704756,0.014496825,nan,nan,34.18729251,2.077254886,38.80727719,4.246076501,51.97654484,1.995042387,5.887316728,1.436911015,15.63794366,1.069427175,23.26015327,1.116348365,24.87939919,2.995930891,29.67954207,2.960976949,53.05237629,2.661773413,73.8861364,2.562773403,97.47581016,1.38715576,111.8005035,1.374355845,135.0841574,2.266313156,147.1408795,1.486743749,1.189901063,nan,nan,1,1,1.288,0.7,7.623074055,5.428424835,0.172415495,0.362881136,nan,2.9223065,5.0864096,2.708001,2.7705853,2.9263778,3.0860808,3.1856246,24679624412,42.46259,2.3543262,73.41734,12.683462,166.68094,21.062828,30.042807,3.668023,60.765926,7.144085,84.420975,30.812925,286.28983,9.672830725,0,-1.154,-99,9.1854,0.0967,0.3014,0.015,0.4026,0.0047,-72.829,0.4808,9.956582002
16605,150.1531494,2.320784662,0.0143304,nan,nan,28.86755286,3.71486746,61.90512317,8.483030522,87.11497984,4.274529979,-4.04576007,5.23455956,7.631151407,3.029602701,17.96286275,3.356215191,4.550599182,5.27989942,12.5938893,5.324206195,71.60595645,5.08793223,133.7633322,5.008926831,230.2885332,2.735848442,334.4061519,3.119358804,398.2005645,4.563773451,442.2051098,2.999012142,1.141376982,2.734389876,0.816180407,0,0,2.4416,1.4,7.826898575,7.11445713,0.043004539,0.317563144,nan,2.5292075,2.3843853,2.1730928,2.4079945,2.5615838,2.7073848,2.8266728,71204500864,30.802374,1.9514074,120.20704,9.326366,495.31042,29.555298,15.251523,1.6527538,79.80996,3.8115768,212.29988,12.25663,80.1864,7.009345794,0,0.524,-99,8.4276,0.1199,0.3776,0.021,0.4316,0.0064,-83.3065,0.6886,10.96070874
16614,150.0986416,2.320809552,0.015036406,nan,nan,47.99119085,1.714531763,61.94781909,3.40321766,71.04472052,1.68354281,8.792255874,0.842364571,19.04691352,0.698445436,29.59401678,0.86266598,31.01134604,2.569986332,42.22788601,2.563158843,77.02960234,2.276887206,89.32874313,2.090348798,97.03618243,1.202215247,125.0259292,1.194724524,138.8055573,2.16449389,150.9704182,1.348113143,1.351802583,nan,nan,1,1,0.4848,0.48,4.136044025,3.854992628,-1.225325823,0.388941322,nan,2.603731,14.392761,2.165627,2.3166313,2.5563958,2.6240442,2.662021,36382452752,59.21899,3.7943497,101.42996,7.176235,266.57248,21.795212,37.78107,3.569212,84.84722,4.7329063,125.33444,6.9566917,329.94397,18.09145129,1,-0.445,-99,1.7158,0.04,1.9967,0.1321,0.7057,0.0191,76.8141,2.8079,10.28034355
16615,150.0985378,2.320863725,0.015037938,nan,nan,17.27804433,3.095515692,36.88831626,6.505694612,32.99219349,2.98065363,-0.244353785,1.812263906,5.719272408,1.433151747,8.93095937,1.852247119,1.345743704,6.076850793,4.212035801,5.895575142,23.47223047,4.933131095,55.72719516,4.724485099,143.6682762,2.877138128,336.4057084,3.475325301,499.1288489,6.131893168,603.9864521,4.021647177,1.782574926,3.006942152,0.704606885,0,0,1.1248,0.7,8.351882935,4.109029293,-0.730429947,0.365582552,nan,2.6397283,16.638302,2.4015002,2.5597951,2.8841956,3.2090826,3.472513,1.50E+11,20.399057,3.2432337,57.379776,4.74444,636.9783,24.81894,9.787384,2.0918646,36.160934,3.9028568,139.65106,7.4972076,147.59662,12.16931217,1,2.279,-99,12.4348,1.0641,0.2,0.1375,0.1595,0.0198,60.2511,1.6346,10.59546146
17095,150.0971916,2.322606612,0.015048873,nan,nan,18.65755725,2.822519633,28.29652646,3.920686308,50.97905148,2.760182764,0.710409461,1.629707919,2.467642552,1.20689583,7.676923343,1.677403897,12.56515417,5.549762285,14.26740574,5.275371837,49.89053481,4.745219616,103.7331411,4.761537021,164.4658862,2.659919651,221.4764346,2.766372728,282.7217911,4.668821358,305.3513731,2.970391822,1.588829734,3.221500017,0.743165183,0,0,1.2816,0.7,7.259878159,4.581472874,-0.802883625,0.253996993,nan,2.962335,2.712448,2.582691,2.7963672,2.934249,3.0434644,3.1448178,66743891369,32.239986,2.4481678,117.801186,8.309666,352.30963,49.89267,14.291121,1.9610143,88.49003,4.577919,181.24991,25.464912,35.61393,7.456647399,0,0.836,-99,6.8852,0.2153,1.7956,0.0688,0.3085,0.0067,36.526,0.5666,10.93840737
17142,150.1341908,2.322734066,0.014468343,nan,nan,13.47671049,2.540082828,22.49168398,5.149625033,31.03474943,2.357197265,-0.35010702,1.304428335,3.176652832,0.932518748,5.94964231,1.257934641,5.06162645,3.24701483,7.699365355,3.23000013,29.51797285,2.815297031,90.8608664,2.787237122,122.1321039,1.274195688,150.5389275,1.270232202,171.803373,2.149560215,182.6855856,1.3443318,1.388868985,3.012222064,0.586871448,0,0,1.0448,0.7,5.339876175,4.44284153,-1.303997517,0.189475026,nan,3.2277722,3.4190207,2.9906974,3.0998197,3.2224212,3.3409882,3.460328,28358668096,30.590668,1.9010296,108.71725,5.8766403,209.02625,34.31476,12.378917,1.476501,81.732414,14.955791,138.35916,9.760361,50.25407,-55.44117647,0,0.283,-99,2.0037,0.074,4.9896,0.2554,0.8056,0.0174,28.1527,3.1414,11.01355707
17583,150.1232488,2.324102935,0.014560416,nan,nan,151.7172068,5.078090627,199.6330623,10.11452773,247.2158092,5.333460096,29.19323375,3.258789552,76.48129617,2.536459273,93.32567754,3.614246253,84.69584157,7.580096248,125.0278747,7.841867631,251.8875436,8.114905207,293.9289073,8.241026133,329.5951617,4.84484654,385.1490906,4.803733327,399.8850376,6.948909732,430.3095577,4.416954898,1.159631625,2.838752897,0.733703402,0,0,1.8528,1.4,7.617300987,5.481062889,0.09142179,0.32807068,nan,2.6432316,13.06216,2.4993184,2.5807993,2.6292117,2.6632998,2.7055647,22105878598,182.0097,6.5355988,309.96664,16.532013,470.51273,44.429886,127.42343,11.37656,276.0844,14.403305,344.30603,24.746826,364.877,4.453441296,0,-0.817,-99,5.4012,0.038,1.0215,0.0138,0.3047,0.0019,89.8132,0.1909,10.76529374
18006,150.1052115,2.325822429,0.014863674,nan,nan,32.89819441,2.991774243,50.99991694,5.467083548,71.4451993,2.928737185,-2.177521382,1.75359864,6.553543167,1.296205604,8.786719255,1.828098126,11.62601782,5.737063942,25.14421597,5.79031969,72.05128729,5.045010645,127.3639701,4.976096294,248.1482555,3.038574356,468.1381688,3.861362212,624.8968416,6.444419812,732.945181,4.203789759,1.723562519,2.96388224,0.713358881,0,0,1.4272,0.7,7.400920391,4.892023563,-0.188662022,0.292512615,nan,2.6014566,4.5232635,2.2349362,2.3872004,2.55977,2.65452,2.7500882,1.50E+11,39.617256,3.311884,123.95572,7.3564568,750.0701,46.29779,17.479652,1.9415183,81.78749,4.7669487,238.87016,14.036621,98.82887,37.20930233,1,1.916,1.77,11.3544,1.0047,2.2589,0.1809,0.3435,0.0158,63.3031,1.348,11.52566671
18305,150.185855,2.326961142,0.01452811,nan,nan,43.21025722,5.26631899,nan,nan,100.2768669,5.109334028,-6.258545686,4.483880385,15.37536593,2.804270874,19.07515577,3.455908998,15.78691267,7.75201836,44.24800388,8.118308995,86.79997442,7.614823791,170.5062621,7.6589562,261.4509948,4.551782895,324.4834706,4.752329984,411.7427337,7.32064911,447.3094058,4.785202266,1.336879457,2.991541739,1.057209913,0,0,3.0256,1.4,11.93113708,6.542300701,-0.35091868,0.358622604,nan,2.8078065,3.5347197,2.6996708,2.7769635,2.8890033,3.0256002,3.1678789,1.03E+11,64.98902,20.765356,166.18475,19.947968,551.5691,64.81137,40.129467,3.1038952,104.10195,35.46873,241.7857,61.91944,172.01448,7.341040462,0,-0.093,-99,9.3024,0.2476,2.4446,0.0537,0.674,0.0089,64.6626,1.1238,10.96190693
18315,150.1822513,2.327069036,0.014483549,nan,nan,21.94323906,2.409332651,44.17767818,4.839502033,78.21381023,2.395232383,-1.223942344,1.760770572,-1.75601209,1.108238923,1.533931353,1.347238097,1.197460996,2.594844313,21.00371852,2.762939897,77.86785285,2.566467004,175.9980074,2.830247369,241.5273233,1.63211624,306.3223697,1.664987906,356.9289211,2.686468488,380.3249065,1.667973189,1.309958118,2.712370774,0.540287423,0,0,1.2976,0.7,5.183101654,4.784558773,1.500902891,0.167763555,nan,2.6794572,17.171515,2.5523808,2.6169941,2.6697636,2.8072844,2.9135487,44516739539,33.160645,1.8499537,176.78206,8.852348,401.97098,17.135727,10.237311,1.1206808,110.48198,4.0767555,243.05519,11.336922,18.198616,7.165354331,0,0.161,-99,1.884,0.0221,3.9444,0.0876,0.6253,0.0068,-37.3395,0.6555,10.41170017
18574,150.1537435,2.3279843,0.014276536,nan,nan,6.309670569,4.480535175,51.63198329,8.856405814,69.40341548,4.273518172,-4.338928027,4.765844841,2.546618555,2.771747463,0.843927821,3.27572552,12.23654263,6.71884231,11.46448448,6.789605248,51.35312347,6.569733076,128.3371531,6.301883258,292.6142794,3.660676644,556.8443087,4.682104586,774.3686945,7.448230606,910.2844265,5.013683028,1.160888063,2.54752361,0.830551795,0,0,3.1264,1.4,9.370253563,7.089664459,-0.263106614,0.301920746,nan,2.6383631,11.552346,2.3109827,2.484955,2.609234,2.7133648,2.8324618,2.61E+11,14.240527,2.1892257,107.1623,6.008911,1107.9727,48.925354,3.6469164,1.8468711,61.057724,3.1117954,272.91122,14.061935,174.05743,25.27881041,1,0.738,3.06,11.7108,0.303,0.3071,0.0317,0.5355,0.0153,69.0078,1.7384,11.2378171
19427,150.1262311,2.331069594,0.014437463,nan,nan,77.25246109,4.879490283,102.6076288,9.08402165,123.2506351,5.062736645,nan,nan,31.10331226,2.148498707,41.23168457,2.867590752,37.25753823,7.274146396,56.27525345,7.264102132,114.6793748,6.889504761,180.4619764,6.811798217,267.9367564,3.740743303,299.5563028,3.813277911,352.2709543,5.739065891,382.1633755,3.76457249,1.180644567,3.036695657,0.89575955,0,0,2.0896,1.4,8.56638813,6.348375797,1.100313902,0.350839686,nan,2.9359121,4.7105737,2.644166,2.7754705,2.9179223,3.059892,3.168555,72805190458,88.75488,5.872467,171.77689,13.215286,490.98962,97.28946,56.472885,5.9528637,150.16832,42.739307,230.36465,224.4968,284.56406,6.94214876,0,-0.389,-99,10.3623,0.1044,0.5805,0.0143,0.4929,0.0042,-20.7528,0.5128,11.02735163
