id,RA,DEC,ebv_mw,f_f105w,e_f105w,f_f125w,e_f125w,f_f140w,e_f140w,f_f160w,e_f160w,f_f435w,e_f435w,f_f606w,e_f606w,f_f814w,e_f814w,f_f090w,e_f090w,f_f115w,e_f115w,f_f150w,e_f150w,f_f200w,e_f200w,f_f277w,e_f277w,f_f356w,e_f356w,f_f410m,e_f410m,f_f444w,e_f444w,tot_cor,kron_radius,kron_radius_circ,use_circle,flag_kron,iso_area,use_aper,a_image,b_image,theta_J2000,flux_radius,z_spec,z_phot,z_phot_chi2,z025,z160,z500,z840,z975,mass,restU,restU_err,restV,restV_err,restJ,restJ_err,restus,restus_err,restgs,restgs_err,restis,restis_err,star_min_chi2,excess,flag,beta,beta_dark,RE,RE_ERR,N,N_ERR,Q,Q_ERR,PA,PA_ERR,lmass
45514,150.1417749,2.425686002,0.014701452,nan,nan,26.66027586,3.631367434,43.11907667,8.97359663,56.55630081,3.772065504,3.51955727,2.936000384,8.299930658,3.65945409,4.431401244,3.248355167,4.681468249,6.382327479,18.01119552,6.751203068,51.36124375,7.665192712,111.0916861,7.371675574,239.303002,3.415670057,472.9026438,4.426475329,601.1991606,7.645392529,721.5887424,5.370444536,1.176531344,2.865025941,0.803123238,0,0,2.2256,1.4,8.474515915,5.7952528,-0.673311234,0.288418454,nan,2.5989053,1.4105053,1.9943037,2.2134051,2.535958,2.7425835,3.075276,1.54E+11,15.721779,2.2392979,82.448944,4.948208,859.3306,49.433838,4.97815,2.181088,37.87604,3.0850868,222.28236,15.758331,179.8034,10.71428571,1,2.014,2.68,13.3296,0.3632,0.2421,0.03,0.525,0.0165,49.1572,1.8113,11.40149167
46062,150.13381,2.427996673,0.014729777,nan,nan,37.65798655,2.126021072,40.2433918,5.693641311,61.61501519,2.286902734,1.737476033,1.400302745,10.75243691,1.428335033,23.22752817,1.523807075,16.4290756,2.57242398,34.27862922,2.603994841,62.87086329,2.700229237,117.6974345,2.739507507,172.6205733,1.400315965,189.073654,1.360222415,238.2438513,2.694131434,254.7969092,1.680162407,1.520655227,3.054052509,0.656117513,0,0,1.2224,0.7,5.978226662,4.825228691,0.321019143,0.241626722,nan,3.2178636,9.379974,3.0104482,3.1423438,3.2342286,3.3309689,3.4536602,27642436602,60.94157,3.050705,122.73263,46.787003,303.43744,101.22424,35.999504,1.7491722,82.31057,90.37854,170.91785,15.530464,173.13776,5.443786982,0,-0.243,-99,5.5495,0.0518,0.564,0.0169,0.4092,0.0035,-61.4435,0.41,10.66897449
46260,150.1058696,2.428806646,0.014803879,nan,nan,20.90024165,4.582899028,23.38763764,9.058600834,46.82993073,4.3126871,-2.940070235,4.257870581,0.891446201,2.749981474,11.01258,3.191195991,21.75445799,12.30767998,-6.962077462,11.98363049,22.24237948,11.3829134,61.71990295,11.13135025,181.8966415,4.495368802,242.3727673,6.069709135,396.7664458,11.66365538,474.498214,7.550585556,1.144762259,2.529347196,0.792219219,0,0,2.2416,1.4,9.192993164,6.669556141,-0.114679404,0.308125835,nan,3.4801962,15.672214,3.2834404,3.3984544,3.4652293,3.4929183,3.5081978,40223766888,34.03926,2.8484173,124.77065,8.551811,893.5719,213.83813,13.524778,1.9776917,67.14667,9.546398,222.24336,11.233353,107.47436,4.895104895,0,0.091,-99,5.1911,0.2406,1.3599,0.0781,0.6997,0.024,-87.8202,3.5829,10.82090538
46509,150.1742915,2.429730137,0.014948154,nan,nan,1.202452214,2.115858821,nan,nan,-0.277368989,1.938062506,0.137681325,1.638193509,2.671246057,1.55049155,-0.092208502,1.258714236,2.014927645,2.463953008,0.003621381,2.421726786,-0.108626325,2.107312125,7.200943255,1.94441059,18.65562084,1.048464052,47.49647579,1.106207286,73.16239679,1.921169857,108.0309911,1.366993562,1.189901063,nan,nan,1,1,0.816,0.7,6.270151615,4.342529297,-0.626911461,0.307728315,nan,3.4928486,9.916405,2.9058976,3.1787162,3.4018643,4.0906816,4.4613266,69089876053,1.5354036,0.8281394,13.023723,1.6965957,200.84946,9.909187,0.40908062,0.64613813,7.1322494,1.9287255,39.3372,2.2200127,82.895744,0,0,2.528,-99,62.5909,24.0611,2.0638,0.4859,0.4769,0.0456,62.0475,4.7236,11.11805521
46646,150.150183,2.430208711,0.0148004,nan,nan,20.28940637,4.563905631,9.151735038,8.456209267,37.31370975,4.176705217,0.7446589,2.859925796,6.434943747,3.926692063,7.564158556,3.888751563,9.375661921,6.443846384,2.95531056,6.630056761,20.05721222,6.286195291,65.0275317,6.198027012,150.8631428,3.678760165,195.8141211,3.6950542,240.7607543,5.388402476,278.663839,3.643422162,1.120095326,2.987689631,0.765764668,0,0,1.6336,1.4,6.447598457,6.36798048,-0.97987771,0.28577543,nan,3.0049107,5.593386,2.7176445,2.8357086,3.056239,3.5014212,3.703535,58718543582,27.271805,1.7871399,95.77007,8.6922035,369.01886,50.2594,14.814637,1.6945262,64.728615,8.07641,168.80058,14.882965,78.239265,-8.636363636,0,0.176,-99,4.7368,0.0788,0.6968,0.0271,0.727,0.0099,30.7995,1.9234,10.9584944
46949,150.1910301,2.431758654,0.015179169,nan,nan,3.411745479,1.720266829,nan,nan,8.653220027,1.623194299,0.847713694,0.93168406,1.767484145,0.844795823,5.088379446,0.787948335,nan,nan,nan,nan,nan,nan,nan,nan,13.77465074,0.906379304,14.27826834,0.794285746,13.16815426,1.450811015,15.24713171,1.0052468,2.27034842,5.163855449,0.381068287,0,0,0.0672,0.32,2.317990303,1.468337417,0.126482308,0.155728798,nan,2.947429,0.09634712,0.14523157,0.9718505,3.1090758,4.07237,4.7695065,80412407571,5.976565,1.6016273,24.066376,43.931805,299.73624,2597.5283,4.433266,1.3938537,11.856199,8.759157,48.249157,390.24304,1.7082375,1.425061425,0,-0.683,-99,-99,-99,-99,-99,-99,-99,-99,-99,9.910285603
47324,150.2016741,2.432955214,0.01530848,nan,nan,14.27348185,2.204570117,nan,nan,28.45572787,2.022344249,nan,nan,7.968143368,1.431026577,11.49981808,1.139932273,10.75133807,3.588127103,16.59262613,3.667074977,21.90797719,3.243374521,45.64010825,3.232845538,69.78793758,1.878687609,79.09069378,1.800449984,104.6828992,2.917527388,112.0345647,1.935552637,1.189901063,nan,nan,1,1,0.5664,0.7,4.538291931,4.0435009,0.614276946,0.253768093,nan,2.8709986,2.6378658,2.7104416,2.8233604,3.0516946,3.2946916,3.4884696,20385253274,19.549578,2.2123775,43.541134,15.176158,124.66226,15.02121,13.672655,2.0798635,33.159695,6.957738,56.20116,41.599876,102.82489,8.748615725,0,-0.761,-99,4.9314,0.1627,0.787,0.0595,0.5174,0.0156,-66.5218,1.8172,9.764808403
47607,150.1389674,2.433760943,0.014820978,nan,nan,58.49981724,3.559274201,91.40959111,8.803317484,136.4453135,3.878246186,-0.805100395,2.920486545,7.960920197,2.809917665,10.14814279,3.085851859,2.813166584,6.589751352,29.86666201,6.695466595,122.6998143,6.522929762,257.7832876,6.967979193,572.4353549,5.356952548,1068.665004,6.894949186,1372.19149,10.45397834,1617.137066,7.005640965,1.137599916,2.574367179,0.851998077,0,0,3.68,1.4,8.728200912,7.843168259,-0.9072541,0.302835892,nan,2.5696034,3.6672785,2.0036516,2.181367,2.3970451,2.5888298,2.6812088,3.66E+11,46.00975,3.5119152,216.07495,10.843475,1848.369,85.435,14.075895,2.4293141,118.01868,5.999634,521.7826,34.78186,145.22069,8.565737052,0,1.879,-99,9.3027,0.1109,0.2,0.0122,0.6967,0.0098,23.4321,1.4455,11.70313749
47669,150.2015356,2.434186839,0.01532658,nan,nan,35.49029619,2.879495235,nan,nan,63.13438229,2.652656916,nan,nan,3.254658808,1.865149455,16.90228137,1.478593939,18.26199644,4.612065863,27.86269452,4.864106406,58.72448105,4.392039763,110.1250856,4.28292344,175.0480708,2.678887353,197.2747616,3.047848056,223.0180904,4.163949254,246.381098,2.671063607,1.507774218,2.986085812,0.610137823,0,0,0.9568,0.7,6.333731174,4.119758129,1.505586624,0.228078651,nan,3.109419,11.724354,1.8160278,1.8919363,3.0382283,3.2168632,3.6343758,25903328035,56.33982,14.457478,114.650665,5.9737053,293.2885,45.176666,31.218779,2.288497,74.56342,3.7272682,176.80748,33.611557,87.915375,-4.830917874,0,0.153,-99,4.5859,0.1881,3.0553,0.1532,0.3611,0.01,-0.5999,0.7693,11.05708619
48680,150.2037102,2.437694359,0.015403036,nan,nan,17.83047483,3.465849308,nan,nan,45.99887133,3.229749374,nan,nan,13.56986423,2.446089257,13.05169062,2.015721826,14.52255366,4.632454428,26.00009015,4.72197713,41.77019618,4.243311049,97.68590264,4.209134483,133.7377668,2.426371565,150.8845375,2.362721263,179.003426,3.846857632,191.9443394,2.478643927,1.48358315,3.170957852,0.64594513,0,0,0.8192,0.7,5.764605522,4.499049187,-1.073838234,0.233396375,nan,2.9849632,4.9176164,2.7195327,2.8383875,2.9892747,3.151812,3.308428,30857820761,32.620346,2.2054749,108.055046,6.9376945,216.10759,56.0988,19.184616,3.164404,78.42519,6.2575645,132.5599,33.06388,79.16341,1.180555556,0,-0.58,-99,4.4406,0.1263,1.7434,0.0717,0.4815,0.0113,64.9507,1.0158,10.54066992
48836,150.1572926,2.438395213,0.014979005,nan,nan,42.52216588,4.934845259,30.34045048,9.572788376,61.83882254,4.6254758,4.830878466,4.649647845,10.68132933,3.481781244,21.26258847,3.691027824,15.78886961,6.778179605,34.30669993,7.117340733,52.57776951,6.834147481,133.3639486,6.950748473,223.2451392,4.458657908,260.1504249,4.495365737,321.1763091,6.72111824,349.4036982,4.409224398,1.181125638,2.933428885,0.892407919,0,0,2.2976,1.4,9.025971413,6.40857935,0.271004319,0.294193977,nan,3.2876024,6.625239,2.9399536,3.1501095,3.2688186,3.4198554,3.5367284,34288226639,67.216446,3.0513306,157.86996,12.06591,473.65067,119.25644,38.413143,2.297552,94.18346,5.9380608,246.69669,19.97123,135.99234,1.177829099,0,-0.171,-99,6.6438,0.1945,2.8129,0.0719,0.662,0.0095,4.4135,1.1442,10.85910684
48919,150.1578749,2.438783255,0.014989554,nan,nan,56.21513311,4.616438672,44.13164776,8.792013209,70.17924369,4.352638401,7.423154577,4.381947592,29.69530767,3.13037421,45.02416608,3.420029228,50.79113685,7.100097875,54.41651796,7.314448005,68.33201698,7.071791464,122.2205958,6.828005748,151.0486545,4.016251376,160.3834578,3.925407982,193.094457,5.781921807,205.5059662,3.851483608,1.09713773,nan,nan,1,1,2.2992,1.4,13.78488159,5.419770241,-0.132460639,0.495301126,nan,3.4605525,5.581213,3.1202548,3.2483897,3.403596,3.4946852,3.6308255,29858036571,50.452602,2.3690739,81.14083,11.474762,170.1301,73.049225,33.391304,1.6966715,63.62627,8.135792,96.33411,8.156345,300.27438,1.458333333,0,-1.37,-99,22.0145,0.8313,2.7538,0.0737,0.314,0.0045,85.3056,0.3808,10.187061
50266,150.170715,2.444301971,0.015196184,nan,nan,14.14495122,2.429076874,nan,nan,34.20719174,2.282576583,-1.545088543,1.925803923,0.482156959,1.500474996,5.064898759,1.431874904,5.600501892,2.302646179,11.16397327,2.398015741,31.55090564,2.17211747,126.1306004,2.397052469,178.1506985,1.786684684,206.8367932,1.776903317,242.6884347,2.789132856,265.4353914,1.818207552,1.330068106,2.891825776,0.559257135,0,0,1.0592,0.7,5.723444462,4.084146976,1.569667101,0.168982145,nan,3.40405,5.3777776,3.2410893,3.3356857,3.4352562,3.5670834,3.6716218,34693032516,41.842987,2.3166542,161.32832,6.6875687,337.1323,94.52887,16.355795,1.390984,125.927734,6.1856155,199.44867,9.583038,82.415886,-151.4248705,0,0.626,-99,1.7242,0.0152,2.464,0.0637,0.3085,0.0051,7.453,0.3466,9.879461155
51178,150.123394,2.44641259,0.01496316,nan,nan,225.1889136,4.181150431,247.5318364,9.55929816,318.1903055,4.628128129,28.49886809,4.602730105,68.9305453,4.029034894,111.1288165,3.585656069,114.42996,9.05466783,196.1602669,9.657905663,323.1151728,14.17066857,464.1739985,15.02005895,723.8998555,6.008684457,900.9747675,8.071087013,1058.033891,11.30481553,1112.090599,7.312367244,1.239385784,2.46782737,0.873704144,0,0,3.1808,1.4,9.765107155,8.022361755,0.212192535,1.406265182,nan,2.7344286,10.881349,2.2094073,2.4201345,2.6988404,2.7447424,2.910971,1.59E+11,172.44942,11.277847,388.91653,55.35318,1325.8577,153.31628,96.35629,4.5557976,261.05038,22.789574,580.045,1242.828,292.56543,-3.184713376,0,-0.302,-99,11.1312,0.1366,1.4433,0.0178,0.6007,0.0046,-88.3922,0.5708,11.61382071
51580,150.1028071,2.449706184,0.015018453,nan,nan,53.13834357,2.430857695,74.57891006,4.460951674,103.0646315,2.717145776,3.885158544,1.493639509,18.82091254,1.978823908,16.74180697,1.277275326,19.14687479,4.030542547,31.95556062,4.037103291,nan,nan,nan,nan,219.7258258,2.334226445,nan,nan,nan,nan,nan,nan,1.189901063,nan,nan,1,1,1.8784,0.7,10.4485693,6.616012573,0.678559124,0.387177709,nan,2.5853894,7.527549,2.3084865,2.4086971,2.522005,2.6224604,2.690861,22892337570,59.590668,3.6225204,156.74141,26.081627,359.95938,465.27875,26.859861,3.1272984,112.97854,7.7638474,216.3204,22.45005,135.9067,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.35969014
52310,150.1642644,2.453072005,0.015275702,nan,nan,15.16857072,2.843255624,nan,nan,21.58799772,2.208318773,-0.798440556,1.551382027,1.460764036,1.990014525,8.162420185,1.632418839,14.24345325,2.300726888,31.52461595,2.449313875,34.59371128,2.145223836,48.6622079,2.126637017,77.99812723,1.267977481,96.15602906,1.216663798,163.8827581,2.049078289,170.1161811,1.325345373,1.189901063,nan,nan,1,1,0.8656,0.7,6.071462154,4.727361679,-0.665956318,0.611027357,nan,3.453492,51.510944,3.267864,3.413769,5.1945257,5.291675,5.3431096,41866721468,31.495943,1.9888964,62.28149,5.695402,221.29364,76.625656,21.013512,1.3779926,39.605137,2.6821117,89.75379,7.394432,111.96615,21.27118644,1,-0.527,-0.42864796,4.6724,0.0882,0.4251,0.027,0.9046,0.0177,29.2188,7.7104,9.97374224
52762,150.1469399,2.455323669,0.015132794,nan,nan,88.22823195,5.384481839,98.26794275,9.383191772,152.9215291,6.441009194,0.910538099,3.868733147,23.39350423,3.108251799,45.69885664,3.497936972,57.97240663,12.75004475,87.57465932,13.14421479,166.120237,13.40072864,301.970345,13.49532893,359.1737681,7.736503623,402.9401937,8.408115039,450.3999057,11.64478071,485.4159363,7.100387156,1.116337489,2.579502355,0.736046098,0,0,2.0768,1.4,8.591025352,5.923429012,-1.52980566,0.21862629,nan,3.180291,9.551115,3.0794115,3.1427286,3.213432,3.3015556,3.374456,74281902518,152.31938,6.248268,317.8726,39.074295,597.67395,104.8008,93.34748,3.5486221,249.76599,32.157738,386.95078,39.91588,310.77643,1.944444444,0,-0.263,-99,0.7256,0.0148,8,0.4466,0.7252,0.0124,44.5049,1.7582,11.2139908
52828,150.1213219,2.455730677,0.015060088,nan,nan,40.35533382,2.088891672,52.6011683,5.173695543,70.18737391,2.474523063,nan,nan,10.1260183,2.476889053,17.13137708,1.678790324,19.7565566,2.495741432,31.28031437,2.500484186,69.95432042,2.918862066,137.5053917,2.992838388,260.3094389,1.981795893,334.1902989,2.380513391,436.1774056,3.868248868,476.0006597,2.439938011,1.378110987,2.780213902,0.573663743,0,0,1.232,0.7,5.345571518,4.977878094,-1.252970695,0.208176224,nan,2.7437484,2.7574475,1.8016871,2.6052902,2.8671527,3.0915108,3.2304852,63017609057,53.024525,5.474798,135.09177,67.951706,501.96585,52.944702,28.349384,3.3434753,80.910164,7.203228,227.04865,42.035362,148.68929,7.234042553,0,0.648,-99,3.034,0.0344,0.9584,0.0205,0.8129,0.0083,-28.1422,2.0392,11.24414066
53153,150.1336325,2.457417224,0.015088841,nan,nan,124.3569997,5.847203991,155.1957086,9.429684528,216.6758697,6.425782811,nan,nan,57.97202511,5.06953852,76.99114919,4.315664017,74.07782472,9.679262242,95.42571044,10.36071852,188.7454093,10.77717777,450.6328296,12.94868744,592.2228624,10.64397588,660.0805265,10.7904276,799.069032,15.19387167,847.2635908,9.916870364,1.09713773,nan,nan,1,0,1.7808,1.4,6.361176968,6.052536011,-1.23058176,0.211977174,nan,3.1205885,1.6417786,2.9188666,3.023053,3.1401315,3.2517016,3.3436394,1.57E+11,199.36436,18.80619,499.60825,198.2172,1018.11865,352.50256,123.37102,6.444126,362.39987,90.07492,572.4794,218.23859,409.36786,3.821656051,0,-0.798,-99,3.7104,0.0434,3.3471,0.0481,0.7704,0.0055,-71.9176,0.8542,11.11967373
53654,150.1472298,2.459866784,0.015183308,nan,nan,68.12796927,5.111234331,62.50249106,8.655320132,94.91229193,5.45252934,-2.848764489,3.792238971,26.33560056,5.067909004,42.12420264,4.311873325,38.20384455,6.54809284,47.52927765,6.875618754,93.44807611,6.577096436,157.9907967,6.6541953,198.6158921,3.731692826,195.5177481,3.5764293,241.2564833,5.294771247,263.2916878,3.497530714,1.110558491,2.879986066,0.732217102,0,0,1.6208,1.4,7.472043991,5.406790733,-0.04017663,0.28703154,nan,3.1769812,4.3411407,2.9200563,3.1085238,3.1861835,3.2766542,3.3902779,46849262246,91.66528,5.4490433,155.58931,29.300556,351.75327,97.14988,61.424496,2.882803,113.467766,26.042866,176.78366,27.46077,221.02191,7.188940092,0,-1.053,-99,7.5898,0.0576,0.3904,0.0134,0.2763,0.0024,76.3245,0.2282,10.57148322
54549,150.1732471,2.464310607,0.015533751,nan,nan,272.2075003,6.303826902,nan,nan,480.6794927,7.5854822,nan,nan,nan,nan,68.8574452,6.926617657,101.699284,10.63717079,183.7379962,11.96812392,470.2000534,13.19604641,921.8547843,15.13241746,1465.835521,9.423006005,2325.467388,11.36243638,2945.192434,16.24046196,3156.804005,10.22844743,1.19670105,2.23839956,0.939706236,0,0,5.304,1.4,11.24301529,9.79729557,-1.569338322,0.378333688,nan,2.6007214,1.9988942,1.8519207,2.069284,2.2930439,2.621535,2.684616,5.41E+11,320.02747,17.936035,863.4312,49.079742,3474.6624,198.49402,148.2627,10.7044525,547.9845,26.833008,1445.7443,84.93701,166.11575,38.67684478,1,1.216,-99,14.8063,1.2686,8,0.3152,0.637,0.0103,59.0911,1.0178,12.0383593
54812,150.1466003,2.46617356,0.015242965,nan,nan,20.91326477,5.075895366,30.23161511,8.804415964,50.33073297,5.04435288,-3.419967008,5.038156881,4.294650292,6.387402905,5.537791383,4.85908037,16.09861658,7.745940194,35.09463108,8.16008159,47.4649184,7.475690877,105.7163608,7.317711881,216.6645268,4.435355942,297.9786638,4.548078747,399.0389271,7.079164854,435.5480591,5.196608863,1.166355252,3.071163455,0.826739015,0,0,1.6576,1.4,8.386170387,5.400666237,1.282666326,0.346306016,nan,3.4989643,4.963034,1.783705,2.750763,3.1424992,3.5079823,3.7248023,1.32E+11,54.4674,5.237648,161.68202,19.588509,662.8021,199.09288,25.117828,1.9485302,96.22502,9.864243,292.2799,20.119797,84.203995,-4.332129964,0,-0.274,-99,13.3919,0.7523,2.5797,0.1062,0.6798,0.0164,8.7538,2.1175,11.03392197
54974,150.1443192,2.467325048,0.015237889,nan,nan,31.1333774,2.854109108,44.43300728,5.176118336,52.76788427,2.744997841,3.954958968,1.717149754,nan,nan,22.33481207,2.827714894,28.21912303,2.918808788,38.22193637,3.026452254,58.19863913,2.711481952,91.18448342,2.71116407,114.3993823,1.617150071,121.3069727,1.569512946,150.6615651,2.551157383,161.5745206,1.672358831,1.373383011,3.031873964,0.544684628,0,0,0.7456,0.7,5.283925056,3.81760788,0.249946594,0.194310886,nan,3.152763,8.216517,2.6988025,2.7742789,2.9742541,3.1767805,3.2935715,26592336398,53.741127,2.2889671,86.62661,18.52465,184.47145,55.109344,34.942467,2.277565,62.098953,10.735434,100.538025,26.78881,114.66842,4.659090909,0,-0.674,-99,4.9484,0.1195,1.785,0.0588,0.4031,0.0079,-59.384,0.652,10.39355701
55493,150.1641742,2.470589449,0.015496816,nan,nan,5.483340022,1.864545823,nan,nan,8.911376196,1.410655608,nan,nan,nan,nan,8.832505346,1.406996426,9.367861733,1.660401892,7.552255969,1.654518983,10.05933768,1.469511827,20.40786965,1.266086012,12.27581399,0.878385188,6.612931486,0.799236139,7.113041258,1.388142388,8.018609545,0.984288322,2.115120905,4.696849802,0.362804679,0,0,0.0832,0.32,1.968728185,1.894203663,0.029628912,0.146070582,nan,3.0407941,3.8368957,1.6214727,2.7491462,3.494337,4.5995274,5.1921477,1.10E+11,6.8539863,1.3277366,23.262245,7.662994,473.01364,1108.9595,5.3749394,1.3283267,15.823812,4.4587274,51.49731,350.43164,20.168234,-0.470219436,0,-1.185,-99,0.827,0.064,2.6707,0.7705,0.7483,0.1033,60.632,12.9765,10.04419604
55682,150.1160961,2.460934414,0.01510486,nan,nan,169.2805629,25.29444598,131.9692986,42.19024468,213.4012331,26.60952674,78.87889416,19.62609807,42.18774195,23.10837768,203.2758337,18.91342348,499.1723452,54.0211345,492.3547425,53.89588694,627.3063802,52.30941387,770.383986,48.38406589,659.7170327,26.53388273,nan,nan,nan,nan,nan,nan,5.524074384,1.333838765,1.601950204,0,0,8.4416,1.4,48.00277328,18.78040886,1.16083777,11.52066559,nan,3.224902,26.93059,0.46099478,2.966357,3.223316,3.336497,3.43217,23608389912,367.44092,28.15445,601.9383,28.768799,610.90326,283.28162,259.07108,23.507744,599.218,197.19109,526.8883,57.46106,207.6897,0,0,-1.354,-99,51.9423,0.709,0.2,0.0168,0.1059,0.002,-8.1348,0.1779,10.80068439
56089,150.1664185,2.473836523,0.015563093,nan,nan,43.16631285,4.726130744,nan,nan,94.35596973,3.974164522,nan,nan,nan,nan,21.88636205,7.003933435,12.23151939,11.03297639,41.6216707,12.02016409,85.73708224,11.58688517,189.5669414,11.58450799,327.2017065,7.925468048,368.0037757,7.978657164,461.6805604,11.56019404,497.3356278,7.461049643,1.138725085,2.657802789,0.783886128,0,0,1.9264,1.4,8.337844849,6.520586491,-1.391250134,0.330604541,nan,2.8013384,1.5960051,2.5961895,2.7507696,2.8966029,3.1171846,3.2476113,66959236876,72.09172,8.276485,196.04826,44.74765,575.3037,61.41092,37.739136,5.3830776,112.54901,24.502972,276.51068,186.06482,46.034447,0,0,0.079,-99,9.0072,0.1332,0.8096,0.0217,0.5448,0.0057,13.216,0.7898,10.65083514
