ID,CATID,RA,DEC,FIELD,KRON_RADIUS,A_IMAGE,B_IMAGE,THETA_IMAGE,RH_F200W,FWHM_F200W,FLUX_115,FLUXERR_115,FLUX_150,FLUXERR_150,FLUX_200,FLUXERR_200,FLUX_277,FLUXERR_277,FLUX_356,FLUXERR_356,FLUX_410,FLUXERR_410,FLUX_444,FLUXERR_444,FLUX_606,FLUXERR_606,FLUX_814,FLUXERR_814,FLUX_105,FLUXERR_105,FLUX_125,FLUXERR_125,FLUX_140,FLUXERR_140,FLUX_160,FLUXERR_160,c_Hmag,c_zbest,c_zspec,c_mass,c_sfrtot,c_U,c_V,c_J,c_gf_phy_re_h,c_zhu_sig1,c_ACS_F606W_FLUX,c_ACS_F606W_FLUXERR,c_ACS_F814W_FLUX,c_ACS_F814W_FLUXERR,c_WFC3_F140W_FLUX,c_WFC3_F140W_FLUXERR,c_WFC3_F125W_FLUX,c_WFC3_F125W_FLUXERR,c_WFC3_F160W_FLUX,c_WFC3_F160W_FLUXERR,sepmos,Kmag,m_zspec,m_zspec_zqual,m_zspec_use,id_2,ra,dec,z_spec,nusefilt,z_ml,z_ml_chi2,z_ml_risk,z_phot,z_phot_chi2,z_phot_risk,z_min_risk,min_risk,z_raw_chi2,raw_chi2,z025,z160,z500,z840,z975,restU,restU_err,restB,restB_err,restV,restV_err,restJ,restJ_err,dL,Lv,mass,sfr,LIR,energy_abs,Av,lw_age_V,MLv,UV,VJ,lmass,ZA_finkelstein,ZPEAK_finkelstein,fullname,fullname_v02,id,fast_z,fast_ltau,fast_metal,fast_lage,fast_Av,fast_lmass,fast_lsfr,fast_lssfr,fast_la2t,fast_chi2,with_miri,excess,flag,F115W_MAG,F115W_MAG_ERR,F115W_RE,F115W_RE_ERR,F115W_N,F115W_N_ERR,F115W_Q,F115W_Q_ERR,F115W_PA,F115W_PA_ERR,F115W_FLAG,F150W_MAG,F150W_MAG_ERR,F150W_RE,F150W_RE_ERR,F150W_N,F150W_N_ERR,F150W_Q,F150W_Q_ERR,F150W_PA,F150W_PA_ERR,F150W_FLAG,F200W_MAG,F200W_MAG_ERR,F200W_RE,F200W_RE_ERR,F200W_N,F200W_N_ERR,F200W_Q,F200W_Q_ERR,F200W_PA,F200W_PA_ERR,F200W_FLAG,F277W_MAG,F277W_MAG_ERR,F277W_RE,F277W_RE_ERR,F277W_N,F277W_N_ERR,F277W_Q,F277W_Q_ERR,F277W_PA,F277W_PA_ERR,F277W_FLAG,F356W_MAG,F356W_MAG_ERR,F356W_RE,F356W_RE_ERR,F356W_N,F356W_N_ERR,F356W_Q,F356W_Q_ERR,F356W_PA,F356W_PA_ERR,F356W_FLAG,F444W_MAG,F444W_MAG_ERR,F444W_RE,F444W_RE_ERR,F444W_N,F444W_N_ERR,F444W_Q,F444W_Q_ERR,F444W_PA,F444W_PA_ERR,F444W_FLAG,lgSigma1,nSigma1,beta,beta_dark,lmass_p
34143,2152,214.7138002,52.75157125,4,1.6,5.493,5.073,45.43,2.551,3.54,359.5369113,6.640978519,1480.254921,13.30102319,2510.333386,18.35858545,3141.374008,11.77495494,3781.125624,11.56523655,4302.263764,17.7185049,4499.960241,11.77398666,16.829451,21.83685193,79.62905048,55.66008648,0,1.71E+13,460.9640418,17.47093866,872.9911901,16.41295926,1488.164881,47.26564455,23.4973,2.481,-1,10.75,11.8211,-20.446645,-22.207668,-22.903712,0.485850731,9.909,10.8924248,17.217352,65.004302,35.5003748,886.870566,45.0515497,457.378479,25.9806162,1449.04322,34.518741,0.009453834,22.9006715,1.00E+20,999999,1.00E+20,34143,214.7138002,52.75157125,-1,12,2.5830295,83.11722,0.004026571,2.5830295,83.11722,0.004026571,2.596461,0.004565864,2.596461,83.37819,2.5186672,2.5491982,2.5840294,2.6195688,2.6523352,580.7364,11.403748,1674.843,32.843628,2460.179,30.812012,4556.448,49.53662,21216.39252,52855469912,54853113242,0.097317867,6572669851,0,0.191380183,-99,1.037794448,1.5674692,0.6691493,10.73920128,2.65,2.633865355,nircam4-2152,nircam4--1,34143,2.58,8.3,0.02,8.9,0.6,10.5,0.68,-9.82,0.6,102,0,9.732360097,0,24.995,0.0124,0.056985,0.001122,3.5623,0.1668,0.7491,0.0143,-86.3807,2.0886,0,23.4421,0.0034,0.055124998,0.000393,3.6662,0.0619,0.7172,0.005,-79.5134,0.6519,0,22.8439,0.0002,0.052611,1.80E-05,4.3773,0.0035,0.6958,0,-83.3743,0.0007,0,22.6394,0.0009,0.049419,0.000147,3.8036,0.0307,0.6944,0.002,-80.3209,0.2614,0,22.4181,0.0009,0.050586,0.000138,4.1874,0.0307,0.6954,0.002,-83.236694,0.2364,0,22.2646,0.001,0.047874,0.00015,3.7229,0.0364,0.6874,0.0024,-78.8201,0.2958,0,1.01E+01,7.64E-01,1.29E+00,-99,10.82257425
34970,3007,214.7632297,52.7826887,4,1.71,7.177,4.639,-61.51,5.269,20.67,42.30338709,5.466141444,111.2684477,6.386564427,286.2580061,6.542568969,704.3778862,7.272201845,1081.771483,8.095644817,1533.452733,13.25061021,1771.582898,10.50302678,5.430979059,22.84884585,20.62040383,46.21977025,0,2.44E+13,61.04160084,22.09048579,12.29908672,14.21049706,132.8001848,56.24618298,25.796,3.904,-1,10.38,87.96,-20.204146,-21.531968,-22.646349,2.192849372,-99,18.836593,21.840394,17.6725359,26.4995987,17.7414645,38.6151065,79.5952979,26.5354936,174.421072,31.7320104,0.133150328,25.2581059,1.00E+20,999999,1.00E+20,34970,214.7632297,52.7826887,-1,12,3.3100913,23.534643,0.080498815,3.3100913,23.534643,0.080498815,3.3927274,0.066871695,3.3057456,23.442741,3.1725247,3.2442346,3.4166923,3.601259,4.1513224,121.08266,6.5069275,231.85562,14.754997,489.23837,28.604279,2375.297,332.35284,28602.08549,15880347524,29427246168,20.62247889,1.46E+11,0,1.872698132,-99,1.853060591,1.5160965,1.7154937,10.46874962,3.31,3.309142208,nircam4-3007,nircam4--1,34970,3.31,8.3,0.02,8.5,2.4,10.33,1.6,-8.73,0.2,19,0,1.84501845,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,25.642,0.1092,0.419961,0.062264998,1.9401,0.2227,0.8216,0.0461,51.55121,11.8223,1,25.0433,0.0064,0.215805,0.001956,2.7311,0.0218,0.7944,0.0002,80.8707,0.0264,0,24.2669,0.0003,0.22098,6.90E-05,1.8715,0.0009,0.4462,0,-21.6463,0.0018,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,23.3724,0.0058,0.136872,0.001323,3.2944,0.0739,0.4399,0.005,-17.029999,0.3542,0,9.66E+00,4.93E-01,1.12E+00,-99,10.79247201
35766,3825,214.7771113,52.7888498,4,1.6,7.687,7.214,23.22,4.632,6.86,369.9017721,7.013492813,870.465233,10.77172438,1672.515697,11.46632656,3285.383076,12.01843137,4179.388847,12.46119018,5651.009705,20.66201655,6205.204203,15.84950418,110.8397017,26.54285896,180.3686312,41.3686987,0,2.83E+13,425.4860004,28.09772963,622.7908573,17.25511005,842.8176959,58.53587596,24.1584,3.041,-1,10.64,732.56,-21.108523,-22.416797,-23.751996,1.108041613,-99,94.0235719,17.3065705,179.671589,22.1050561,600.08277,33.3275659,369.484661,27.561043,788.237246,27.2729205,0.070931847,23.34157449,1.00E+20,999999,1.00E+20,35766,214.7771113,52.7888498,-1,12,2.9041238,36.863636,0.023356304,2.9041238,36.863636,0.023356304,2.9351552,0.022803403,2.8959997,36.93072,2.7801256,2.842318,2.9114764,3.0574894,3.1076171,689.29535,17.297241,1223.9554,57.337036,1849.5564,69.033936,7007.1436,538.31616,24442.46873,48402151206,45946239701,61.64634295,3.80E+11,0,1.471384298,-99,0.949260282,1.0716556,1.4461837,10.66224997,3.1,3.053864818,nircam4-3825,nircam4--1,35766,2.9,8.7,0.02,8.7,1.7,10.66,1.89,-8.77,0,246,0,18.70503597,1,25.4743,0.0063,0.108357,0.00078,0.2,0.014,0.6029,0.0051,84.9747,0.6971,0,24.0282,0.0111,0.202701,0.003897,2.7721,0.0526,0.5944,0.006,81.188995,0.6123,0,23.1972,0.0075,0.23155199,0.003303,3.8676,0.0473,0.7148,0.0043,77.781,0.5445,0,22.5766,0.0017,0.194187,0.000576,1.9198,0.0074,0.8564,0.0019,75.5726,0.4879,0,22.3412,0.001,0.185103,0.000363,1.6048,0.0057,0.9157,0.0015,74.382,0.6551,0,21.9616,0.0011,0.17210999,0.000357,1.4718,0.0058,0.9302,0.0016,84.5579,0.8937,0,9.74E+00,3.77E-01,9.14E-01,1.115631197,11.28758713
37125,5378,214.7517458,52.7618506,4,1.6,7.43,7.052,-22.42,4.173,3.8,1133.172559,12.29862145,2297.787235,17.41812947,4236.283417,20.52709436,6667.410864,19.54127468,8615.705345,20.86244837,11211.15375,32.56163361,11830.69506,24.04964926,482.1872514,25.92769728,408.3355571,56.29411365,0,2.56E+13,771.100736,26.43901513,1237.173004,20.68542079,1984.216036,71.6611512,23.0999,2.837,-1,11.03,160.116,-21.708986,-23.087021,-24.31615,1.5845259,-99,428.282996,32.9694313,362.205389,44.2660539,1280.89956,54.9827734,764.839336,34.6841395,2089.43982,40.3990228,0.047030168,22.33253748,1.00E+20,999999,1.00E+20,37125,214.7517458,52.7618506,-1,12,3.0005722,264.4597,0.002335183,3.0005722,264.4597,0.002335183,3.0146506,0.002496455,3.0146506,265.82654,2.9693105,2.9832542,2.9984531,3.0201638,3.0819218,1613.3353,17.048828,3378.4072,127.424194,4838.687,167.24756,12918.033,1121.8169,25423.02043,1.34E+11,1.41E+11,4.558599369,36193123342,0,0.623160206,-99,1.054764938,1.1925071,1.0661721,11.14924595,1.18,2.939834206,nircam4-5378,nircam4--1,37125,3,8.5,0.02,8.6,1.4,10.91,2.17,-8.74,0.1,225,1,8.450704225,0,23.8067,0.0083,0.035274,0.000459,8,0.2379,0.7731,0.0073,-44.0244,1.1374,0,22.5854,0.0094,0.259392,0.005901,8,0.1091,0.8142,0.0041,-35.0485,0.7401,0,22.0653,0.0039,0.199101,0.001707,5.9549,0.0423,0.8529,0.0026,-30.8567,0.5659,0,21.7696,0.0009,0.14348699,0.000219,3.0506,0.0101,0.8659,0.0013,-26.9525,0.3176,0,21.5401,0.0005,0.13336201,0.000144,2.4062,0.0066,0.8851,0.001,-22.3181,0.303,0,21.228,0.0006,0.122427,0.000147,2.4497,0.0076,0.8831,0.0011,-25.1444,0.326,0,1.04E+01,5.21E-01,-6.97E-01,-99,11.1808197
38028,6402,214.7338924,52.74444733,4,1.6,7.291,6.162,63.08,5.311,10.8,97.21525078,6.04868686,310.1449051,8.581191595,668.4451216,7.36063236,1374.656289,7.353074545,2138.435994,9.004210031,2853.090274,16.92156736,3127.997867,11.02429278,16.60433761,26.41125304,36.3615237,74.0713691,0,2.64E+13,119.1069055,26.51958789,173.2970999,16.29936454,299.0486139,79.89465068,24.7154,2.298,-1,10.34,5.9758,-18.790996,-20.434395,-22.1885,2.773790515,8.874,29.9736688,24.0410023,51.6018389,43.2536728,269.083875,45.1269207,171.626744,33.9358023,471.896137,47.455343,0.015752279,24.3373356,1.00E+20,999999,1.00E+20,38028,214.7338924,52.74444733,-1,12,2.854842,4.6004796,0.06945427,2.854842,4.6004796,0.06945427,2.7808557,0.05368968,2.857234,4.5916,2.3675048,2.6299617,2.8025558,2.8838797,2.9328783,189.02893,7.6474075,476.8194,18.084885,757.08734,49.127014,3460.3623,273.66602,23943.41049,19254931240,22251692638,7.779806898,63921642591,0,2.047237107,-99,1.155636048,1.5065442,1.649939,10.34736305,2.92,2.737427863,nircam4-6402,nircam4--1,38028,2.85,8.5,0.02,8.6,2.2,10.4,1.66,-8.74,0.1,31.5,1,16.06118547,1,26.2653,0.0459,0.323892,0.022721998,1.2197,0.1109,0.4893,0.0261,-68.293304,2.9533,0,24.8247,0.0232,0.330939,0.011177999,1.3865,0.0471,0.6951,0.0148,-81.4141,2.2411,0,24.1421,0.0097,0.269985,0.004011,1.4982,0.0235,0.6996,0.0068,-78.0599,1.009,0,23.5581,0.0026,0.195297,0.000873,1.5061,0.0103,0.691,0.0026,-79.8018,0.3637,0,23.1452,0.0016,0.165651,0.000471,1.6451,0.0084,0.673,0.0019,-79.4345,0.237,0,22.7981,0.0017,0.143385,0.000408,1.6757,0.011,0.6679,0.0022,-78.0344,0.2649,0,9.51E+00,4.53E-01,1.74E+00,0.662354884,11.289636
38234,6632,214.7352097,52.7451402,4,1.64,6.173,4.859,-73.17,4.606,12.9,24.00238474,5.284473405,63.16648423,6.433393402,205.8605561,5.794209911,583.3148723,5.446456038,1117.442107,6.939159973,1695.837254,13.83815559,1927.438871,10.31028427,18.64186255,24.21696755,19.90794756,65.66612572,0,2.36E+13,-7.742672396,24.02002478,44.22559779,13.87843266,110.6452696,63.01516709,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.9720242,25.61606715,-99,-99,-99,38234,214.7352097,52.7451402,-99,11,3.226182,3.16255,0.03912224,3.226182,3.16255,0.03912224,3.2204862,0.03881507,3.2204862,3.159136,2.9174738,3.092391,3.2212355,3.3362036,3.4411128,67.37601,8.929852,157.37685,9.318649,326.14047,47.44185,2495.9644,318.8109,27735.60201,10152247932,30395195913,11.83413381,91317830868,0,2.504874961,-99,2.993937512,1.7122486,2.2095842,10.48280495,3.31,3.397837749,nircam4-6632,nircam4--1,38234,3.23,8.3,0.02,8.5,3.1,10.47,1.73,-8.73,0.2,8.76,1,-0.810810811,0,26.1656,0.1985,1.434546,0.383259,1.4089,0.3282,0.3132,0.0405,1.5512009,4.1818,1,25.0518,0.3452,4.491555,2.761173,5.2784,1.2918,0.1037,0.0097,-50.622902,0.8251,1,25.5324,0.0237,0.24237299,0.008625,1.2181,0.0532,0.5122,0.0132,-40.3757,1.4491,0,24.5408,0.0064,0.187455,0.001968,1.7866,0.0301,0.5049,0.0049,-38.9528,0.4371,0,23.9944,0.0025,0.123687,0.00048,1.7474,0.0249,0.5091,0.0034,-36.3633,0.2745,0,23.4561,0.0018,0.099314995,0.000471,1.8596,0.0323,0.4563,0.0037,-34.9405,0.2664,0,9.78E+00,6.17E-01,3.25E-01,-99,10.95076162
39880,8415,214.7938251,52.77886033,4,1.6,8.841,7.309,-45.39,6.536,24.08,1480.190938,7.942156756,2256.393134,10.30077538,3416.745344,9.309170609,4727.841,10.92149838,4331.594287,9.664258443,5143.727561,17.53587606,5463.40585,13.5495355,625.0608389,25.76613393,1067.727191,48.88443802,1319.636232,38.08498539,1581.940114,43.33870645,1820.000192,24.04531352,2357.158791,115.2487187,22.8597,3.065,-1,10.44,519.289,-22.533656,-23.15905,-23.59132,2.256648503,-99,793.469093,32.7954786,1192.79917,51.392899,2111.33933,69.6768416,1697.45753,45.4324876,2606.95879,41.165842,0.067143087,22.56596847,1.00E+20,999999,1.00E+20,39880,214.7938251,52.77886033,-1,12,3.1802905,110.28268,0.001498814,3.1802905,110.28268,0.001498814,3.1784916,0.001481565,3.1784916,110.26007,3.110604,3.1568089,3.1824195,3.202116,3.223767,2290.9033,21.401978,3149.5283,73.88635,3609.4126,82.1001,6134.8706,886.78906,27263.13249,1.10E+11,26914703304,66.82870622,3.28E+11,0,0.484697845,-99,0.245232182,0.49357438,0.5759222,10.4299896,3.22,3.21292918,nircam4-8415,nircam4--1,39880,3.18,8.3,0.02,8.6,0.3,10.48,1.54,-8.94,0.3,734,0,11.02941176,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,23.07,0.0029,0.24460201,0.001218,0.7464,0.0076,0.8012,0.003,-18.666,0.7908,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,22.3277,0.0011,0.264087,0.000438,0.6517,0.0034,0.6168,0.0009,-25.8887,0.133,0,22.4545,0.0011,0.24551699,0.000408,0.6377,0.0037,0.6198,0.001,-28.9027,0.1456,0,22.2523,0.0012,0.24521999,0.000456,0.4761,0.004,0.5924,0.0011,-33.6019,0.1539,0,9.19E+00,1.80E-01,-7.84E-01,-99,10.75628365
41267,9896,214.8033616,52.77842313,4,1.6,7.591,5.256,-69.85,4.89,12.14,134.3440353,5.248651166,488.9299952,7.653102715,1067.013185,7.782138752,1842.616077,10.33331613,2152.775946,10.55180528,2734.743074,17.23405004,2969.660273,13.09968005,23.80653115,19.88032833,52.57828879,37.38296336,76.54706723,27.69158802,148.7563921,22.83433359,319.2894118,18.14860807,541.3701502,47.45387876,24.5463,2.452,-1,10.34,34.8766,-19.491992,-20.944638,-22.37078,1.698316707,9.176,26.8603937,12.9244497,43.9011264,17.0299018,361.204223,42.4978952,197.88662,24.3332823,551.438556,29.0027627,0.066414695,23.82957553,1.00E+20,999999,1.00E+20,41267,214.8033616,52.77842313,-1,12,2.7747254,23.964136,0.011037491,2.7747254,23.964136,0.011037491,2.7808557,0.010851651,2.7808557,23.952755,2.6770952,2.7236588,2.781493,2.8483467,2.907408,267.68045,58.527832,705.92365,31.97641,1147.0807,31.600952,3150.175,113.885254,23135.0427,27815045384,38662591023,2.031961922,18528403539,0,0.675964501,-99,1.389988421,1.5799433,1.0968518,10.58729096,2.83,2.76767164,nircam4-9896,nircam4--1,41267,2.77,8.3,0.02,8.9,1,10.43,0.61,-9.82,0.6,94.2,0,37.40458015,1,25.9055,0.0367,0.246069,0.014163,1.9432,0.1138,0.4827,0.0161,-31.5305,1.5309,0,24.704,0.0067,0.212868,0.002259,0.9413,0.0194,0.3896,0.0031,-27.8493,0.3487,0,23.8621,0.0025,0.209001,0.000861,0.9499,0.009,0.3738,0.0013,-30.2809,0.1402,0,23.3094,0.0012,0.18376501,0.000387,1.0232,0.0072,0.3546,0.0009,-30.0209,0.082,0,23.1522,0.0009,0.170919,0.000315,1.1526,0.0079,0.3091,0.001,-30.4557,0.0687,0,22.835,0.0011,0.15112199,0.000258,1.2824,0.0082,0.3039,0.0015,-30.6099,0.0901,0,9.71E+00,4.20E-01,4.55E-02,1.829847686,10.77781525
43211,2637,214.9509341,52.9239587,5,1.6,6.732,5.651,39.62,4.698,9.64,67.09854275,5.010101552,210.1271471,8.122272368,468.426169,7.976587523,1134.654606,8.757339639,1603.13358,5.632751862,2274.864341,12.6057482,2605.02951,11.1742831,8.983250109,26.13786563,22.5419194,55.32800765,37.13980574,30.68037282,97.73463226,24.51154781,159.1109587,16.56630485,214.2265152,56.31078265,25.482,4.729,-1,10.62,9.89079,-21.357612,-22.503467,-23.949326,1.159209194,-99,10.1508878,13.6220539,42.3120438,17.6087228,166.934988,43.2436504,88.7979093,19.5658348,232.906107,25.1508805,0.101575201,24.72339713,1.00E+20,999999,1.00E+20,43211,214.9509341,52.9239587,-1,12,3.219046,33.246445,0.11117014,3.219046,33.246445,0.11117014,3.349019,0.08101116,3.2204862,33.285664,3.1726136,3.206378,3.2540255,3.6396542,3.6819243,221.96269,7.6825714,380.918,11.553345,656.7814,15.12088,3348.8696,392.84778,27662.06882,20370721544,23226561165,36.30537583,2.45E+11,0,2.128765556,-99,1.140193346,1.1778522,1.7686934,10.36598491,2.8,2.540318478,nircam5-2637,nircam5--1,43211,3.22,8.3,0.02,8.4,2.3,10.37,1.81,-8.56,0.1,82.3,0,3.759398496,0,26.1588,0.1884,0.500385,0.181035,5.0033,0.9602,0.4775,0.0416,82.777695,3.7707,1,25.4924,0.0458,0.228288,0.017496,2.4853,0.1829,0.5023,0.021,82.7449,1.9076,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,23.8246,0.0026,0.214008,0.000996,1.287,0.0115,0.4243,0.002,77.1998,0.172,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,23.0966,0.002,0.176904,0.000636,0.6395,0.0119,0.3641,0.0024,75.387405,0.1742,0,9.39E+00,3.35E-01,3.86E-01,-99,10.59475521
43388,2841,214.9051029,52.89158258,5,1.6,8.851,7.672,37.74,5.089,6.3,403.0927505,6.824198868,953.0959014,12.31337587,2688.865242,16.77997276,4540.872546,17.72076104,5824.522343,12.11643717,7511.124609,25.61416417,8218.215777,19.93104465,57.46694887,28.0624091,166.3672644,63.87976395,0,5.77E+13,457.701554,27.74465045,684.8529395,19.62481813,946.4578637,62.16021774,23.9168,3.126,3.227226496,11.02,322.986,-21.475504,-23.013885,-24.241999,1.464634815,-99,82.4390952,14.8689193,177.956155,23.3015578,638.119501,56.4137508,458.97379,27.2392825,984.605165,29.1060761,0.088169279,22.82607741,3.2272265,2,3.2272265,43388,214.9051029,52.89158258,3.227226496,12,3.2725258,1.8992538,0.011488218,3.2725258,1.8992538,0.011488218,3.3057456,0.008507953,3.2629027,2.062231,3.2133417,3.2501066,3.3013434,3.3761325,3.434309,1041.6627,22.298004,2310.472,455.919,3442.708,502.838,10006.863,1484.0093,28213.75663,1.10E+11,98192175230,38.42335458,2.58E+11,0,1.249656124,-99,0.895177262,1.2979327,1.1584945,10.99207688,3.4,3.36771207,nircam5-2841,nircam5--1,43388,3.27,8.3,0.02,8.7,1.3,10.94,1.76,-9.18,0.4,123,1,7.729468599,0,24.6685,0.0208,0.274797,0.009993,3.3904,0.0892,0.7365,0.0133,-56.0427,1.9107,0,23.9229,0.0119,0.179502,0.003615,2.6347,0.0508,0.9337,0.0096,-78.9978,5.0524,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,22.2286,nan,0.157173,nan,2.4288,nan,0.8589,nan,-5.3718987,nan,0,22.019,0.0007,0.17953499,0.000243,1.8035,0.0044,0.7692,0.001,76.262695,0.1587,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,nan,nan,4.30E-01,-99,11.1135548
44463,4098,214.9165073,52.89076022,5,1.6,8.23,6.96,-45.99,7.295,23.5,31.5056969,6.301630839,193.7957275,9.3020704,556.2834955,7.988148752,1414.800657,7.967029076,2284.818259,7.111268002,3279.901493,18.16639039,3626.688119,15.17920194,11.61369941,28.8344836,23.04899099,58.95470442,0,5.91E+13,48.43903508,32.77802285,125.5625242,20.53879118,207.6229766,76.75320383,25.0109,2.78,-1,10.54,250.902,-19.550539,-21.031341,-22.850304,2.773945138,-99,19.979725,23.1032361,66.7618399,28.2518744,164.571461,83.1594591,52.5881972,43.0448464,359.457067,40.283502,0.110354362,24.53675956,1.00E+20,999999,1.00E+20,44463,214.9165073,52.89076022,-1,12,2.9019966,18.782673,0.07090865,2.9019966,18.782673,0.07090865,2.9747043,0.05949287,3.095752,18.769173,2.7390435,2.8265326,2.960412,3.1725788,3.2605424,118.4492,12.397251,348.29636,12.523087,681.6925,24.681183,4097.384,607.05676,24420.89978,17817856312,54138992078,10.84758078,91963009721,0,1.967830316,-99,3.038468328,1.900141,1.9472954,10.73351017,2.41,2.531770997,nircam5-4098,nircam5--1,44463,2.9,8.3,0.02,8.7,2.6,10.67,1.49,-9.18,0.4,76.5,1,17.77150917,1,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,24.5963,0.0002,0.27119097,1.80E-05,0.5306,0.0001,0.8889,0,2.674099,0.0166,0,23.571,0.0026,0.241209,0.000909,1.1832,0.01,0.7561,0.0032,-19.0652,0.5603,0,23.118,0.0022,0.19700699,0.00075,1.6737,0.0099,0.6975,0.0023,-22.6982,0.3138,0,22.6684,0.0001,0.15578999,2.10E-05,2.3571,0.0006,0.6804,0,-25.5132,0.0007,0,9.87E+00,4.33E-01,1.20E+00,1.886581042,11.22827713
44765,4436,214.9163617,52.89130847,5,1.61,10.098,9.704,-14.41,8.769,19.64,507.1229296,9.556716803,1058.379287,12.91598814,1769.263761,11.35842985,2416.696612,11.97839963,2926.646645,8.538304011,3677.170699,21.43432189,3932.975274,16.32924273,174.9000886,43.07872035,256.0969224,79.988649,0,8.10E+13,574.2253022,49.36554738,659.6416377,32.01550928,1068.100719,120.6626752,23.3852,2.734,-1,10.41,25.621,-21.354689,-22.330346,-23.032896,7.816157749,-99,314.701901,30.166032,423.243002,37.4378444,1108.21157,88.9117402,804.372581,50.9587898,1606.66706,62.4905899,0.154349538,23.28051854,-999,0,-999,44765,214.9163617,52.89130847,-1,12,2.9656227,7.6639957,0.002364717,2.9656227,7.6639957,0.002364717,2.9747043,0.002718506,2.9747043,7.7321253,2.9007413,2.9363332,2.9643779,2.990709,3.0185688,797.7456,15.838959,1590.3744,30.850952,1884.9921,188.98633,4346.067,356.07397,25067.1227,51078436240,29059904154,5.624875647,39614031464,0,0.899093673,-99,0.568927052,0.9336127,0.9069672,10.46329418,3.01,3.037447078,nircam5-4436,nircam5--1,44765,2.97,8.3,0.02,8.5,1,10.31,1.57,-8.73,0.2,93.3,1,17.62114537,1,24.1144,0.0462,0.696162,0.053981997,4.0521,0.1575,0.8736,0.0182,-23.1267,5.0029,1,23.309,0.023,0.778431,0.028653,3.3912,0.0698,0.7209,0.0102,-34.092598,1.3047,1,22.9603,0.0124,0.587841,0.010461,2.2825,0.0298,0.7152,0.0054,-32.0214,0.7645,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,22.7575,0.0019,0.311571,0.000939,1.3377,0.0065,0.9199,0.0024,-35.734398,1.1357,0,22.5039,0.0024,0.259686,0.000966,1.5322,0.0079,0.9539,0.0028,-27.2147,2.3089,0,9.35E+00,2.39E-01,4.58E-01,-0.656026271,11.19345601
45702,5499,214.9059755,52.8770428,5,1.6,16.115,8.234,59.4,10.145,15.5,784.0086339,11.41468051,1380.614074,16.98244594,2133.443149,16.80438463,3082.351582,14.73656912,3649.381946,11.38101757,4449.783659,26.19160066,4680.684487,20.51762912,273.8921576,41.28297901,399.7655875,98.17534413,0,9.80E+13,716.8154182,53.06453518,1025.332552,24.82632681,1381.290589,124.1477256,23.2161,2.895,-1,10.31,115.12,-21.775001,-22.3844,-23.251103,6.160667513,-99,509.270174,28.0561555,629.411489,38.0751857,1365.43732,61.63362,969.689321,49.1659244,1877.42928,59.123526,0.220303433,23.07729731,-999,0,-999,45702,214.9059755,52.8770428,-1,12,2.909354,11.918195,0.008116626,2.909354,11.918195,0.008116626,2.8959997,0.008556318,2.8959997,12.126017,2.8280556,2.8699915,2.908298,2.9437041,3.0158634,1129.6868,63.592407,1800.5565,154.0274,2219.4297,155.5581,5054.9717,286.29175,24495.51211,58255910571,26044172837,42.15628585,2.27E+11,0,0.923292566,-99,0.4470649,0.73320836,0.8936933,10.41571057,2.95,2.953115783,nircam5-5499,nircam5--1,45702,2.91,8.5,0.02,8.5,1,10.34,1.75,-8.58,0,64.7,1,12.5,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,23.6433,0.0184,0.421566,0.010512,3.1534,0.0524,0.7539,0.0023,6.4067993,0.0726,0,23.0621,0.011,0.550497,0.008055,2.098,0.0214,0.6512,0.0033,-67.3936,0.5386,0,22.7952,0.0057,0.347736,0.002643,2.8828,0.0166,0.8873,0.0034,4.7300987,0.1244,0,22.5937,0.0022,0.42852,0.001494,2.0643,0.0066,0.5567,0.0012,-75.2146,0.1298,0,22.3586,0.0032,0.386865,0.002043,2.3784,0.0135,0.5589,0.0018,-74.1668,0.1642,0,9.18E+00,1.81E-01,7.45E-02,-99,11.06360891
