ID,CATID,RA,DEC,FIELD,KRON_RADIUS,A_IMAGE,B_IMAGE,THETA_IMAGE,RH_F200W,FWHM_F200W,FLUX_115,FLUXERR_115,FLUX_150,FLUXERR_150,FLUX_200,FLUXERR_200,FLUX_277,FLUXERR_277,FLUX_356,FLUXERR_356,FLUX_410,FLUXERR_410,FLUX_444,FLUXERR_444,FLUX_606,FLUXERR_606,FLUX_814,FLUXERR_814,FLUX_105,FLUXERR_105,FLUX_125,FLUXERR_125,FLUX_140,FLUXERR_140,FLUX_160,FLUXERR_160,c_Hmag,c_zbest,c_zspec,c_mass,c_sfrtot,c_U,c_V,c_J,c_gf_phy_re_h,c_zhu_sig1,c_ACS_F606W_FLUX,c_ACS_F606W_FLUXERR,c_ACS_F814W_FLUX,c_ACS_F814W_FLUXERR,c_WFC3_F140W_FLUX,c_WFC3_F140W_FLUXERR,c_WFC3_F125W_FLUX,c_WFC3_F125W_FLUXERR,c_WFC3_F160W_FLUX,c_WFC3_F160W_FLUXERR,sepmos,Kmag,m_zspec,m_zspec_zqual,m_zspec_use,id_2,ra,dec,z_spec,nusefilt,z_ml,z_ml_chi2,z_ml_risk,z_phot,z_phot_chi2,z_phot_risk,z_min_risk,min_risk,z_raw_chi2,raw_chi2,z025,z160,z500,z840,z975,restU,restU_err,restB,restB_err,restV,restV_err,restJ,restJ_err,dL,Lv,mass,sfr,LIR,energy_abs,Av,lw_age_V,MLv,UV,VJ,lmass,ZA_finkelstein,ZPEAK_finkelstein,fullname,fullname_v02,id,fast_z,fast_ltau,fast_metal,fast_lage,fast_Av,fast_lmass,fast_lsfr,fast_lssfr,fast_la2t,fast_chi2,with_miri,excess,flag,F115W_MAG,F115W_MAG_ERR,F115W_RE,F115W_RE_ERR,F115W_N,F115W_N_ERR,F115W_Q,F115W_Q_ERR,F115W_PA,F115W_PA_ERR,F115W_FLAG,F150W_MAG,F150W_MAG_ERR,F150W_RE,F150W_RE_ERR,F150W_N,F150W_N_ERR,F150W_Q,F150W_Q_ERR,F150W_PA,F150W_PA_ERR,F150W_FLAG,F200W_MAG,F200W_MAG_ERR,F200W_RE,F200W_RE_ERR,F200W_N,F200W_N_ERR,F200W_Q,F200W_Q_ERR,F200W_PA,F200W_PA_ERR,F200W_FLAG,F277W_MAG,F277W_MAG_ERR,F277W_RE,F277W_RE_ERR,F277W_N,F277W_N_ERR,F277W_Q,F277W_Q_ERR,F277W_PA,F277W_PA_ERR,F277W_FLAG,F356W_MAG,F356W_MAG_ERR,F356W_RE,F356W_RE_ERR,F356W_N,F356W_N_ERR,F356W_Q,F356W_Q_ERR,F356W_PA,F356W_PA_ERR,F356W_FLAG,F444W_MAG,F444W_MAG_ERR,F444W_RE,F444W_RE_ERR,F444W_N,F444W_N_ERR,F444W_Q,F444W_Q_ERR,F444W_PA,F444W_PA_ERR,F444W_FLAG,lgSigma1,nSigma1,beta,beta_dark,lmass_p
46849,6823,214.9785615,52.92153875,5,1.6,8.535,5.141,-31.08,2.897,3.05,68.74120182,5.073630702,402.0436854,10.65910998,961.181635,14.11691758,1584.690847,11.73530418,1909.440763,8.323372728,2243.457554,17.01093499,2441.020814,13.33530385,-1.09003347,18.57533393,3.213213485,41.92596512,109.577283,34.25625403,83.83818793,27.77012704,243.3761015,21.05343783,419.1887743,56.75845387,24.7348,2.435,-1,10.43,3.11011,-18.804002,-20.999439,-22.208114,1.646570013,9.369,1.31620298,9.32717893,1.21213239,10.9295102,273.08199,53.9923079,96.1158946,22.2903208,463.530891,33.731691,0.109939656,23.94298634,1.00E+20,999999,1.00E+20,46849,214.9785615,52.92153875,-1,11,2.7325425,33.608093,0.020952733,2.7325425,33.608093,0.020952733,2.7808557,0.017330995,2.7432353,33.747818,2.6592958,2.703226,2.7542176,2.8748362,2.9245672,176.22581,7.769905,575.6248,21.813751,1019.6352,20.275482,2554.354,73.169556,22710.92378,24095734566,48844397240,0.030465121,3638081486,0,0.127379186,-99,2.027097249,1.9059383,0.99709064,10.68881475,2.41,2.578910199,nircam5-6823,nircam5--1,46849,2.73,8.3,0.02,9.1,0.5,10.33,-0.48,-10.81,0.8,49.1,1,7.853403141,0,26.6687,0.1397,0.107472,0.035355,7.5416,2.0193,0.7133,0.0741,6.866699,8.6767,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,23.8329,0.003,0.07484999,0.000483,8,0.0515,0.8675,0.0001,-19.2432,0.0058,0,23.372,0.0049,0.054105,0.000486,8,0.1537,0.743,0.0053,-15.948101,0.6968,0,23.1807,0.004,0.049212,0.000336,8,0.1368,0.772,0.0042,-7.047901,0.638,0,22.958,0.0065,0.040551,0.000444,8,0.2383,0.734,0.0068,-14.1656,0.8818,0,1.00E+01,7.18E-01,2.19E-01,-99,10.79765428
47065,7168,214.9127277,52.87571594,5,1.6,34.681,13.725,43.8,11.494,29.1,420.5845984,23.68025171,1022.112709,60.17882632,2507.410845,41.35483529,5258.280834,35.93275598,7868.589278,27.45877811,10706.46867,71.70278393,11646.05528,61.06689014,69.89008679,93.12320169,20.68409317,222.2848829,0,2.25E+14,207.7610237,116.9144463,361.2057098,69.0658152,1124.629362,266.0878023,23.9472,2.585,-1,10.94,14.3693,-20.044568,-21.810067,-23.596828,33.21849899,-99,29.1242311,21.1069661,58.1290814,27.0092462,528.450064,83.2926679,251.920053,45.0838382,957.44916,55.4953819,0.261288279,22.90193625,1.00E+20,999999,1.00E+20,47065,214.9127277,52.87571594,-1,12,3.143279,22.753517,0.024077252,3.143279,22.753517,0.024077252,3.1784916,0.02150603,3.136915,22.816454,3.0226321,3.103411,3.160019,3.302651,3.3964663,858.10254,46.01715,1978.5383,99.63495,3402.9858,696.5679,13610.156,1646.7603,26882.84251,1.02E+11,90193967441,67.09834257,5.30E+11,0,2.08246151,-99,0.888547529,1.4958024,1.5050075,10.95517749,3.31,3.266167799,nircam5-7168,nircam5--1,47065,3.14,8.3,0.02,8.6,2,11.09,2.15,-8.94,0.3,24.9,1,0.277777778,0,22.8047,0.1411,5.339415,0.94551295,2.658,0.222,0.7152,0.0332,76.4878,4.6823,1,24.3355,0.0148,0.40114498,0.008187,0.9443,0.0254,0.7511,0.0084,80.826096,2.1874,0,23.3422,0.0044,0.39795598,0.001902,0.8715,0.0086,0.6581,0.0028,89.817795,0.5127,0,22.6266,0.002,0.327072,0.001017,0.8634,0.006,0.5364,0.0012,-89.1103,0.1632,1,22.1106,0.0011,0.304137,0.000615,1.0661,0.0049,0.5145,0.0009,-86.9709,0.101,0,21.6716,0.001,0.26253298,0.000504,1.2569,0.0054,0.4912,0.0009,-86.2927,0.0895,0,9.81E+00,2.25E-01,6.98E-01,-99,11.49838743
48599,9159,214.9741035,52.90594267,5,1.6,10.505,9.31,-11.52,7.358,6.49,1734.654747,8.060059502,4959.188351,20.82386092,8041.081697,27.16611444,12785.91269,33.13135808,17944.15626,26.81226439,23456.8114,68.31335885,28917.20427,64.30665865,422.9303715,28.92516171,725.6453786,69.69087176,1389.403148,43.86282952,2169.029903,42.84759324,3491.655535,24.63812695,5210.97326,96.60244023,22.0127,2.532,2.471394777,11.3,731.212,-22.330846,-23.684613,-24.959051,2.686039376,-99,428.383857,24.7342357,725.031364,38.6820584,3801.4612,88.1566298,2290.12233,52.1462726,5687.3128,48.6980274,0.077939894,21.63671381,2.4713948,7,2.4713948,48599,214.9741035,52.90594267,2.471394777,12,2.5743694,68.92824,0.00171116,2.5743694,68.92824,0.00171116,2.5606756,0.002446372,2.5606756,69.28099,2.5338302,2.5535095,2.574899,2.598403,2.622973,2620.3281,82.25195,5534.861,112.31665,7837.8115,179.76831,29082.29,268.84375,21130.25659,1.67E+11,1.71E+11,15.35174575,1.23E+11,0,1.141614777,-99,1.021241814,1.1895978,1.4235845,11.23296402,2.65,2.64065344,nircam5-9159,nircam5--1,48599,2.57,8.3,0.02,8.4,1.8,11.04,2.48,-8.56,0.1,1180,1,96.93877551,1,22.8629,0.0088,0.63482404,0.010325999,4.711,0.0414,0.6354,0.0039,-28.8333,0.4115,0,21.855,0.0049,0.448122,0.003762,3.2313,0.0203,0.736,0.0026,-30.0595,0.3639,0,21.3886,0.0011,0.371319,0.000633,3.2814,0.0046,0.8052,0.0001,-28.6983,0.0044,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,20.7345,0.0007,0.211245,0.000297,2.8302,0.0052,0.8982,0.001,-28.5007,0.317,0,20.2218,0.0011,0.168549,0.000345,4.7473,0.0164,0.9012,0.0012,-29.4704,0.4019,0,1.04E+01,4.22E-01,6.85E-01,1.29958567,11.40810292
51144,12154,214.9950126,52.90612527,5,1.6,11.655,6.131,-78.2,8.489,37.35,220.7599711,6.364313972,602.9780469,10.32336411,1493.70759,8.799380469,3595.561583,10.84284704,6112.28484,9.668795138,8237.534198,22.45801063,9288.240899,18.89722179,15.65520525,24.94915654,36.24245439,63.98952647,133.2210448,39.57283345,202.2114258,35.17472645,416.311549,21.37104615,554.5311626,77.16240643,24.2672,2.655,-1,10.86,323.078,-20.27901,-22.176367,-23.796096,4.145505214,-99,43.9938466,14.5527525,43.842889,20.4425554,467.056246,64.1636238,278.905384,34.4400244,713.077358,53.0004151,0.1205333,23.46433603,1.00E+20,999999,1.00E+20,51144,214.9950126,52.90612527,-1,12,2.8863583,4.5060654,0.030888714,2.8863583,4.5060654,0.030888714,2.857234,0.029442519,2.8959997,4.4907846,2.6801744,2.7770803,2.867096,2.9525068,3.029846,445.49542,13.200409,950.5979,41.030243,1755.7628,72.3714,10579.73,468.7583,24262.40791,45480099351,1.09E+11,69.60578259,4.73E+11,0,2.038486146,-99,2.392132764,1.4890566,1.9500219,11.03660668,3.07,2.886402536,nircam5-12154,nircam5--1,51144,2.89,8.3,0.02,8.4,2.7,10.87,2.32,-8.56,0.1,92.8,0,21.78899083,1,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,24.3269,0.009,0.45172498,0.006555,0.5028,0.0193,0.4437,0.0057,-33.7099,0.6432,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,22.0463,0.0001,0.360903,2.10E-05,0.6396,0.0001,0.3027,0,-38.397102,0.0006,0,21.6103,0.0007,0.34440297,0.000318,0.6983,0.0023,0.2937,0.0004,-38.1624,0.0289,0,9.57E+00,1.07E-01,1.96E+00,1.472520084,11.68327589
52335,575,214.8598201,52.86065583,6,1.61,11.318,8.626,84.46,9.211,33.36,124.6873606,10.841088,340.8909106,11.97719046,747.0809122,11.11423746,1855.031971,9.70772828,2935.520882,12.11772433,4417.026604,22.60138433,5141.866474,15.73074594,15.37502534,46.75318742,39.36236424,91.67531001,0,9.76E+13,154.3832403,49.37553864,199.3633261,29.98634793,256.5477362,108.3809352,25.3954,6.356,-1,11.46,34.612,-22.722608,-24.183825,-24.8762,0.836141635,-99,26.0056529,18.4288643,19.3849364,21.5035831,177.53419,50.3173444,139.289701,32.2062753,252.254899,31.9419064,0.028449182,24.2165809,1.00E+20,999999,1.00E+20,52335,214.8598201,52.86065583,-1,12,3.2483745,24.320936,0.033886936,3.2483745,24.320936,0.033886936,3.3057456,0.027161524,3.2629027,24.636202,3.19376,3.2274406,3.266648,3.4656713,3.6229644,361.2127,13.235336,608.879,16.25528,1081.8069,39.40857,6991.1436,807.68945,27964.44605,34054138981,58196701252,51.07665627,3.43E+11,0,2.26929608,-99,1.708946489,1.1909668,2.0259962,10.76489837,3.46,3.102163648,nircam6-575,nircam6-456,52335,3.25,8.3,0.02,8.3,2.7,10.68,2.29,-8.4,0,98.3,0,2.808988764,0,26.4067,0.035,0.49018797,0.014592,0.204,0.0326,0.4458,0.0155,-54.276802,1.837,0,24.3791,0.0406,0.796914,0.042843,1.648,0.0705,0.8909,0.0197,-15.075802,8.9018,1,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,23.2338,0.0026,0.381576,0.001488,1.0689,0.006,0.7793,0.0021,-50.8683,0.4549,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,nan,nan,2.30E-01,-99,11.07323087
54025,2347,214.8554077,52.84880879,6,1.6,12.618,9.206,-9.22,11.136,51.71,147.681675,11.66969804,440.8991892,12.70259558,1128.563865,13.21708338,2825.80806,11.63835984,4192.500421,12.21075651,6001.333381,24.06913827,6608.462396,16.57706258,56.68529871,56.99674439,46.15308187,87.40922414,0,1.02E+14,236.4457055,49.12008059,0,2.72E+13,520.9832397,130.7435917,24.277,2.595,-1,10.77,147.824,-19.931058,-21.473689,-23.496279,4.245710972,-99,30.434955,20.2287496,46.3202803,22.3417596,-99000,-99000,265.874281,37.9963287,706.666653,46.6512866,0.226540151,23.76868465,1.00E+20,999999,1.00E+20,54025,214.8554077,52.84880879,-1,11,3.1979473,13.480189,0.002365037,3.1979473,13.480189,0.002365037,3.1784916,0.003325323,3.1784916,14.055906,3.1327286,3.173122,3.1992252,3.2268739,3.2581823,455.8761,14.673233,888.44867,25.732605,1587.9128,38.57025,8063.223,1192.4666,27444.7967,48723689016,54219413816,98.7581005,6.84E+11,0,2.329674595,-99,1.112793693,1.3549496,1.7642051,10.73415482,3.19,2.760099076,nircam6-2347,nircam6--1,54025,3.2,8.3,0.02,8.6,2.2,10.9,1.97,-8.94,0.3,134,0,-2.604166667,0,23.9785,0.6738,12,13.745117,7.4843,2.0797,0.4749,0.0394,70.35,4.4579,1,23.8021,0.5598,11.597499,13.035321,8,2.3273,0.3353,0.028,78.0969,2.4614,1,24.0238,0.0443,0.76400095,0.057773996,2.5073,0.1365,0.8068,0.0207,56.1988,5.147,0,23.1281,0.0058,0.39161697,0.000948,0.387,0.0035,0.7539,0.0024,64.1761,0.4796,0,22.7814,0.0057,0.345597,0.000804,0.8248,0.004,0.7279,0.0014,36.7881,0.4124,0,22.219,0.0035,0.324171,0.000903,1.0626,0.0043,0.7268,0.0012,26.444397,0.3847,0,9.43E+00,1.55E-01,7.33E-01,-99,11.31143054
54833,3217,214.8769415,52.86038916,6,1.6,9.382,5.965,63.87,7.431,44.91,94.82992976,7.430997276,337.8174666,8.463352848,902.8426134,7.856338164,1784.251625,7.103009099,3066.914234,8.544228901,4068.501104,16.27278424,4338.098665,10.9266518,8.60696792,31.72102287,-7.299679573,64.9457267,0,6.22E+13,132.6147365,29.58197675,198.0424985,17.93084155,349.8021435,71.97644178,24.698,2.13,-1,10.52,74.1008,-18.364757,-20.309134,-22.303834,3.512371221,8.718,-99000,-99000,-99000,-99000,306.452018,45.4386045,181.48559,32.457583,479.520538,38.3887694,0.139796877,24.01096988,1.00E+20,999999,1.00E+20,54833,214.8769415,52.86038916,-1,11,2.8861315,25.627012,0.014237255,2.8861315,25.627012,0.014237255,2.857234,0.013757855,2.8959997,25.644518,2.7115471,2.8172255,2.8774629,2.923635,2.9643123,211.3611,8.080101,586.55725,19.523224,1055.8849,31.266144,4743.379,354.37402,24260.11098,27347345049,67831553052,0.054107969,9396108474,0,1.268124462,-99,2.480370688,1.7464788,1.6311781,10.83143176,2.98,2.845693181,nircam6-3217,nircam6-2426,54833,2.89,8.5,0.02,8.7,2.3,10.65,1.74,-8.92,0.2,18.7,0,5.555555556,0,25.7774,0.0674,0.68727,0.061709996,1.1619,0.1082,0.374,0.0169,-68.730804,2.1425,1,25.1538,0.0116,0.36413398,0.004719,0.272,0.0179,0.3232,0.0048,-69.3281,0.4656,0,24.1371,0.0005,0.34137,6.90E-05,0.3285,0.0003,0.3412,0,-69.5281,0.0001,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,22.8616,0.0012,0.28292698,0.00036,0.4092,0.003,0.3437,0.0007,-68.3737,0.0552,0,22.5213,0.001,0.268935,0.000327,0.3783,0.003,0.3177,0.0006,-67.8778,0.0482,0,9.46E+00,1.34E-01,9.77E-01,-99,10.70862508
55249,3650,214.8277359,52.82376795,6,1.6,7.109,5.012,-13.13,2.751,3.89,192.0693828,6.333055199,745.9171213,11.58800785,1762.184821,13.99139005,2933.827055,14.63780738,3266.700084,13.75701067,3955.743406,19.25586793,4170.461255,13.68267943,44.427504,22.90499065,79.89139747,40.07399173,144.779603,25.95577413,243.3403478,23.25296791,477.5501956,16.01185259,830.2748722,46.87783319,24.0817,2.623,-1,10.58,11.7341,-20.117511,-21.883589,-22.946729,0.793070442,-99,45.3339969,13.5234513,87.7505551,17.778406,473.409301,43.2940903,232.275778,26.4245018,845.928798,25.3068928,0.04595286,23.28487136,1.00E+20,999999,1.00E+20,55249,214.8277359,52.82376795,-1,12,2.7956116,18.147308,0.008441325,2.7956116,18.147308,0.008441325,2.8188539,0.007162997,2.7808557,18.278917,2.736309,2.7697861,2.8110356,2.872197,2.923666,418.1131,18.87793,1139.3384,33.947083,1913.9834,68.54047,4344.546,67.65674,23345.42542,46999207090,74507605125,0.527642071,7598720775,0,0.128979596,-99,1.585294939,1.6516111,0.8900156,10.8722006,2.89,2.82321202,nircam6-3650,nircam6-2696,55249,2.8,8.3,0.02,9.1,0.2,10.54,-0.27,-10.81,0.8,93.7,1,7.920792079,0,25.51,0.001,0.125763,0.000258,5.1028,0.0101,0.5587,0.0001,22.069397,0.0013,0,24.1352,0.0003,0.08381999,5.10E-05,5.3742,0.003,0.6095,0,-8.3708,0.002,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,22.7108,nan,0.063149996,nan,5.5383,nan,0.5147,nan,19.521599,nan,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,22.4165,0.001,0.053541,0.000234,3.8272,0.049,0.5314,0.0029,18.836502,0.2552,0,1.02E+01,7.38E-01,5.93E-02,-99,11.44946772
56404,4837,214.8762902,52.85234592,6,1.6,9.912,8.517,-72.96,6.453,6.54,85.67667174,8.251308998,444.0257053,11.87080896,1341.242206,14.3026986,3407.827457,16.1835941,5851.006775,18.89981433,8638.953465,35.26234662,9487.91845,23.69608651,22.25687961,37.72845941,36.19128064,67.9419441,0,7.65E+13,200.2911898,39.58962562,371.7847819,22.12693966,602.2296265,85.49297947,23.9996,2.695,-1,10.79,180.083,-20.387328,-21.822062,-23.893934,10.99130959,-99,76.8859427,22.3613312,72.6756308,25.9294828,532.932086,60.5992854,286.945709,41.5863158,912.383011,51.6174801,0.140656888,23.58123197,1.00E+20,999999,1.00E+20,56404,214.8762902,52.85234592,-1,12,2.7759871,44.902637,0.014835205,2.7759871,44.902637,0.014835205,2.7808557,0.014302347,2.7808557,44.91761,2.6859498,2.734349,2.791607,2.8749204,2.937097,254.88412,8.417656,691.4563,71.90549,1488.473,45.490112,10299.779,308.27246,23147.74445,36120882147,1.34E+11,3.470940237,50823069324,0,1.884864064,-99,3.714463336,1.9159955,2.1002173,11.12765442,2.23,2.396474469,nircam6-4837,nircam6-3646,56404,2.78,8.3,0.02,8.6,3,11.02,2.09,-8.94,0.3,114,0,23.31288344,1,26.5968,0.1032,0.22980599,0.03771,2.4761,0.3384,0.7733,0.055,42.439392,9.8003,0,24.7797,0.0268,0.22640699,0.009749999,2.6777,0.0966,0.9134,0.017,-5.2484016,6.9876,0,23.2909,0.0117,0.365814,0.007506,3.8689,0.0536,0.8734,0.0061,-38.547,1.6404,0,22.4586,0.0023,0.262968,0.001074,2.7969,0.0123,0.7884,0.0018,-44.148,0.3109,0,22.0484,0.001,0.192147,0.000363,2.1708,0.0061,0.7291,0.0012,-44.901,0.1649,0,21.6004,0.0008,0.162966,0.000228,1.9824,0.0055,0.6837,0.001,-43.8845,0.1264,0,1.02E+01,4.06E-01,1.75E+00,2.095775668,11.37595298
56829,5284,214.8403407,52.8249551,6,1.6,7.649,4.464,-1.79,4.896,15.47,67.44677098,5.428260112,317.0044414,7.141197616,832.5531548,7.467957849,2051.965414,10.33244733,3474.431884,11.0479748,4691.412,17.4178473,5329.529194,12.61007901,12.48214035,24.1617037,13.41061621,42.36463073,41.67680031,27.51764992,97.42972516,38.34847833,179.2879414,17.12806983,341.816042,50.81735048,24.9352,2.635,-1,10.78,86.8112,-19.392263,-21.145885,-23.220977,2.074248849,-99,4.31070377,10.7600336,4.10568989,11.9441434,229.094581,40.243581,161.711716,25.0795064,385.392928,22.5741059,0.113641497,24.09897007,1.00E+20,999999,1.00E+20,56829,214.8403407,52.8249551,-1,12,2.5404847,3.1316164,0.050698258,2.5404847,3.1316164,0.050698258,2.596461,0.04330139,2.5252464,3.2015417,2.387471,2.482064,2.5876265,2.7301662,2.8254051,106.96927,6.2540016,360.21344,11.457916,770.2164,21.834564,5340.3984,52.474854,20793.69504,16085845028,68464474894,0.034706466,12557579495,0,1.717118207,-99,4.256193863,2.1433842,2.1024022,10.83546528,2.62,2.582092391,nircam6-5284,nircam6-3974,56829,2.54,9.9,0.02,9.1,2.8,10.73,1.78,-8.95,-0.8,67.9,1,20,1,26.4492,0.048,0.306714,0.021914998,0.8591,0.0987,0.5671,0.0263,41.285004,3.9332,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,22.1817,0.0008,0.17095199,0.000264,1.5536,0.0071,0.2557,0.0009,38.5579,0.053,0,9.91E+00,3.69E-01,1.62E+00,1.790595007,11.15566393
57189,5655,214.8712338,52.8450679,6,1.6,10.997,10.649,-57.43,5.727,4.2,776.8237266,18.25953839,1303.890876,23.35837342,3898.335306,32.56530651,5319.056464,27.18584063,6259.220819,25.56107449,7530.042433,40.88450226,8119.48796,28.48495967,216.77104,43.07664197,520.2594369,75.13808078,0,8.95E+13,862.6084299,40.22713947,0.054122997,2.39E+13,1348.100855,96.20907604,23.6062,3.678,-1,11.01,146.148,-22.623903,-23.711867,-24.415009,2.568347216,-99,210.269705,20.8433272,512.009499,32.0518115,-99000,-99000,854.445209,36.9637476,1310.78451,37.7864507,0.104962794,22.42280202,-999,0,-999,57189,214.8712338,52.8450679,-1,12,3.4249198,114.76698,0.01269014,3.4249198,114.76698,0.01269014,3.436875,0.011382601,3.436875,114.91186,3.3685095,3.3980703,3.4408753,3.5365996,3.637766,1639.3983,47.447937,3387.1052,65.420044,4311.6357,102.565674,10822.796,1861.0825,29793.16084,1.48E+11,89257083370,8.55087755,82394582599,0,0.923484278,-99,0.603451445,1.049894,0.9992435,10.95064269,3.61,3.568018584,nircam6-5655,nircam6-4236,57189,3.42,8.3,0.02,8.8,0.6,10.93,1.46,-9.47,0.5,35.6,0,1.46627566,0,23.7198,0.0281,0.46355098,0.029202,8,0.2177,0.8946,0.0101,19.990196,3.5292,0,23.465,0.0089,0.262059,0.004959,7.3481,0.0796,0.9158,0.0006,-5.7179985,0.0546,0,22.0402,0.004,0.44169298,0.003939,8,0.0335,0.9048,0.0003,-15.9040985,0.0302,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,21.8197,0.0019,0.22083,0.000861,4.4549,0.0187,0.9129,0.0017,-16.7239,0.6157,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,nan,nan,-3.17E-01,-99,11.16515605
58300,7113,214.8956165,52.85649304,6,1.6,7.393,6.62,20.97,3.528,3.86,1019.387005,14.62956601,2439.813731,26.63796273,6508.419497,35.19741963,7582.843188,27.70912428,8299.081861,24.65017267,9307.055618,34.34091307,9760.16784,24.08452828,153.4768593,23.89253354,474.0976694,44.38060983,0,5.00E+13,1191.934446,25.0868304,1682.984455,14.2502242,2575.274866,55.99447396,22.881,3.195,-1,11.12,249.702,-22.676541,-24.01049,-24.523664,0.655411095,-99,176.496927,17.0396009,491.25748,30.4436719,1729.65233,45.8411337,1212.11307,36.3974818,2556.17044,32.1624501,0.119883196,21.86631116,1.00E+20,999999,1.00E+20,58300,214.8956165,52.85649304,-1,12,3.1365063,88.102356,0.000172583,3.1365063,88.102356,0.000172583,3.136915,0.000172523,3.136915,88.087906,3.1078517,3.125713,3.14138,3.1553886,3.1685119,2327.744,37.832886,5474.114,166.94922,7277.1045,182.6311,10501.781,1399.8975,26813.3246,2.16E+11,1.39E+11,0.491468049,24288316466,0,0.103315969,-99,0.642938777,1.2375586,0.39826095,11.14322643,3.1,3.112063413,nircam6-7113,nircam6-5275,58300,3.14,8.3,0.02,8.9,0.2,10.95,1.12,-9.82,0.6,164,0,13.76146789,0,23.5777,0.0003,0.150375,0.000117,8,0.0035,0.936,0,-64.694,0.0093,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,21.7439,0.0002,0.100439996,3.00E-05,4.8981,0.0018,0.8908,0,-77.9108,0.001,0,21.6533,0.0007,0.086279996,0.000159,3.8583,0.0157,0.8566,0.0013,88.802704,0.3127,0,21.5586,0.0002,0.082146,1.50E-05,3.9255,0.0026,0.8466,0,85.5131,0.0014,0,21.3868,0.0009,0.075144,0.000168,4.4532,0.0229,0.8648,0.0017,-85.063,0.4175,0,1.05E+01,6.47E-01,-3.92E-02,-99,11.22432916
59940,8796,214.8967058,52.84979078,6,1.6,8.796,5.662,-17.37,5.613,12.03,172.6633845,7.144678916,557.8616713,9.016714659,1170.056936,9.521984167,1957.176919,8.967916556,3123.022396,10.96529125,4040.884556,19.06615304,4299.563951,13.16028259,13.26606171,30.1872946,29.10328883,55.91838497,0,5.88E+13,246.8768298,39.36684918,374.8344993,17.25668376,540.0724805,94.18217601,24.1975,2.113,-1,10.36,171.922,-19.10599,-20.7651,-22.271913,3.216257128,9.081,20.3624309,18.4299496,27.7679263,19.1616745,590.364776,47.4524174,352.89857,50.1918625,760.334848,50.5169809,0.118669489,23.72948251,1.00E+20,999999,1.00E+20,59940,214.8967058,52.84979078,-1,12,2.6353514,31.289621,0.060864784,2.6353514,31.289621,0.060864784,2.7059896,0.05487565,2.632606,31.237024,2.3287072,2.612489,2.704829,2.8045683,2.865168,307.95963,29.249298,672.35626,29.605103,1155.5796,44.49774,4371.912,114.65845,21737.82104,25687154046,37218110605,14.02057787,96421718820,0,1.401930415,-99,1.448899732,1.4357653,1.4446789,10.57075432,2.86,2.676456179,nircam6-8796,nircam6-6547,59940,2.64,8.3,0.02,8.5,2.1,10.42,1.68,-8.73,0.2,59.5,0,33.99339934,1,25.563,0.0018,0.362448,0.00051,0.8306,0.0018,0.5551,0,15.009499,0.0015,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,23.6444,0.0072,0.26080498,0.002937,1.1239,0.0186,0.6192,0.005,27.953796,0.6811,0,23.2193,0.0013,0.19415699,0.000477,1.5274,0.005,0.6131,0.0008,30.649498,0.0088,0,22.7856,0.0024,0.11931899,0.00042,2.0362,0.0216,0.9628,0.0041,87.533905,3.9496,0,22.461,0.0024,0.092589,0.000456,2.8513,0.0355,0.9855,0.0043,48.077103,10.5699,0,9.85E+00,6.00E-01,5.22E-01,1.940257137,11.06491831
